code_insee,annee,indicateur,valeur
59056,2021,encours_dette,0.06
59056,2022,encours_dette,0.0
59056,2023,encours_dette,0.0
59056,2024,encours_dette,0.0
59057,2017,encours_dette,229519.56
59057,2018,encours_dette,203441.64
59057,2019,encours_dette,176929.62
59057,2020,encours_dette,157267.74
59057,2021,encours_dette,144641.55
59057,2022,encours_dette,131824.91
59057,2023,encours_dette,118814.92
59057,2024,encours_dette,105608.69
59058,2017,encours_dette,572741.96
59058,2018,encours_dette,541202.94
59058,2019,encours_dette,511225.11
59058,2020,encours_dette,480436.14
59058,2021,encours_dette,448635.68
59058,2022,encours_dette,1207272.09
59058,2023,encours_dette,1176392.37
59058,2024,encours_dette,1194957.84
59059,2017,encours_dette,277070.43
59059,2018,encours_dette,248179.5
59059,2019,encours_dette,424612.62
59059,2020,encours_dette,397604.28
59059,2021,encours_dette,369923.35
59059,2022,encours_dette,341548.21
59059,2023,encours_dette,312456.42
59059,2024,encours_dette,282624.61
59060,2017,encours_dette,79670.56
59060,2018,encours_dette,267208.67
59060,2019,encours_dette,292577.95
59060,2020,encours_dette,267556.08
59060,2021,encours_dette,192526.41
59060,2022,encours_dette,216271.97
59060,2023,encours_dette,200414.18
59060,2024,encours_dette,134224.71
59061,2017,encours_dette,139040.19
59061,2018,encours_dette,128335.76
59061,2019,encours_dette,117678.63
59061,2020,encours_dette,106153.66
59061,2021,encours_dette,94195.13
59061,2022,encours_dette,84424.38
59061,2023,encours_dette,68461.54
59061,2024,encours_dette,55101.99
59062,2017,encours_dette,882.21
59062,2018,encours_dette,1056.94
59062,2019,encours_dette,1356.03
59062,2020,encours_dette,1356.03
59062,2021,encours_dette,76356.03
59062,2022,encours_dette,326067.61
59062,2023,encours_dette,234966.72
59062,2024,encours_dette,144034.29
59063,2017,encours_dette,2995769.02
59063,2018,encours_dette,2831535.4
59063,2019,encours_dette,2659006.41
59063,2020,encours_dette,2477762.52
59063,2021,encours_dette,2287362.75
59063,2022,encours_dette,2092101.87
59063,2023,encours_dette,1901610.51
59063,2024,encours_dette,1977310.59
59064,2017,encours_dette,618696.42
59064,2018,encours_dette,562686.03
59064,2019,encours_dette,690825.08
59064,2020,encours_dette,612141.74
59064,2021,encours_dette,531197.24
59064,2022,encours_dette,482794.87
59064,2023,encours_dette,433220.07
59064,2024,encours_dette,382436.35
59065,2017,encours_dette,283962.47
59065,2018,encours_dette,238244.27
59065,2019,encours_dette,190497.79
59065,2020,encours_dette,180629.26
59065,2021,encours_dette,140139.56
59065,2022,encours_dette,632544.76
59065,2023,encours_dette,571585.73
59065,2024,encours_dette,350509.02
59066,2017,encours_dette,94420.1
59066,2018,encours_dette,87448.56
59066,2019,encours_dette,80390.07
59066,2020,encours_dette,73239.11
59066,2021,encours_dette,65989.82
59066,2022,encours_dette,178635.96
59066,2023,encours_dette,167377.07
59066,2024,encours_dette,85825.17
59067,2017,encours_dette,2303388.49
59067,2018,encours_dette,1976234.12
59067,2019,encours_dette,1645730.44
59067,2020,encours_dette,1315411.39
59067,2021,encours_dette,971346.11
59067,2022,encours_dette,663293.02
59067,2023,encours_dette,360049.04
59067,2024,encours_dette,133429.82
59068,2017,encours_dette,792242.78
59068,2018,encours_dette,741305.88
59068,2019,encours_dette,689554.0
59068,2020,encours_dette,636974.07
59068,2021,encours_dette,1133552.88
59068,2022,encours_dette,1044742.72
59068,2023,encours_dette,954770.6
59068,2024,encours_dette,863620.13
59069,2017,encours_dette,261032.19
59069,2018,encours_dette,237108.36
59069,2019,encours_dette,212949.67
59069,2020,encours_dette,186806.2
59069,2021,encours_dette,153833.13
59069,2022,encours_dette,125260.95
59069,2023,encours_dette,95439.84
59069,2024,encours_dette,64209.78
59071,2017,encours_dette,324555.05
59071,2018,encours_dette,292251.5
59071,2019,encours_dette,259349.22
59071,2020,encours_dette,225819.06
59071,2021,encours_dette,191630.48
59071,2022,encours_dette,453194.28
59071,2023,encours_dette,403207.16
59071,2024,encours_dette,352208.81
59072,2017,encours_dette,53955.2
59072,2018,encours_dette,48919.1
59072,2019,encours_dette,43679.04
59072,2020,encours_dette,38226.76
59072,2021,encours_dette,162553.66
59072,2022,encours_dette,144179.97
59072,2023,encours_dette,125452.48
59072,2024,encours_dette,106360.45
59073,2017,encours_dette,143900.62
59073,2018,encours_dette,160676.96
59073,2019,encours_dette,121816.83
59073,2020,encours_dette,91672.25
59073,2021,encours_dette,72767.46
59073,2022,encours_dette,57531.29
59073,2023,encours_dette,42040.46
59073,2024,encours_dette,26290.69
59074,2017,encours_dette,2872383.87
59074,2018,encours_dette,3598179.26
59074,2019,encours_dette,3510617.93
59074,2020,encours_dette,1840123.55
59074,2021,encours_dette,1717149.13
59074,2022,encours_dette,1589801.39
59074,2023,encours_dette,1457887.91
59074,2024,encours_dette,1321206.89
59075,2017,encours_dette,450356.85
59075,2018,encours_dette,419583.83
59075,2019,encours_dette,388161.23
59075,2020,encours_dette,362806.53
59075,2021,encours_dette,156607.82
59075,2022,encours_dette,430158.74
59075,2023,encours_dette,384700.85
59075,2024,encours_dette,338483.86
59076,2017,encours_dette,243831.13
59076,2018,encours_dette,216539.67
59076,2019,encours_dette,188261.48
59076,2020,encours_dette,172342.78
59076,2021,encours_dette,156137.33
59076,2022,encours_dette,341150.42
59076,2023,encours_dette,310047.9
59076,2024,encours_dette,283966.38
59077,2017,encours_dette,473733.81
59077,2018,encours_dette,338185.72
59077,2019,encours_dette,179347.79
59077,2020,encours_dette,163213.28
59077,2021,encours_dette,150611.79
59077,2022,encours_dette,137836.77
59077,2023,encours_dette,124885.83
59077,2024,encours_dette,111756.55
59078,2017,encours_dette,1087014.12
59078,2018,encours_dette,760719.45
59078,2019,encours_dette,733988.28
59078,2020,encours_dette,706813.37
59078,2021,encours_dette,679187.36
59078,2022,encours_dette,651102.76
59078,2023,encours_dette,622551.96
59078,2024,encours_dette,593527.21
59079,2017,encours_dette,11902301.01
59079,2018,encours_dette,11032416.52
59079,2019,encours_dette,10131601.69
59079,2020,encours_dette,9216119.51
59079,2021,encours_dette,8320902.08
59079,2022,encours_dette,7422662.11
59079,2023,encours_dette,6719457.85
59079,2024,encours_dette,6113207.79
59080,2017,encours_dette,2264813.29
59080,2018,encours_dette,2367864.27
59080,2019,encours_dette,2229921.24
59080,2020,encours_dette,2088552.97
59080,2021,encours_dette,1976075.9
59080,2022,encours_dette,1872125.38
59080,2023,encours_dette,1766009.2
59080,2024,encours_dette,1657530.93
59081,2017,encours_dette,0.0
59081,2018,encours_dette,0.0
59081,2019,encours_dette,0.0
59081,2020,encours_dette,0.0
59081,2021,encours_dette,0.0
59081,2022,encours_dette,0.0
59081,2023,encours_dette,0.0
59081,2024,encours_dette,0.0
59082,2017,encours_dette,789003.88
59082,2018,encours_dette,787346.97
59082,2019,encours_dette,731893.57
59082,2020,encours_dette,675080.37
59082,2021,encours_dette,629063.28
59082,2022,encours_dette,837997.86
59082,2023,encours_dette,776378.6
59082,2024,encours_dette,712867.61
59083,2017,encours_dette,30849.3
59083,2018,encours_dette,25917.14
59083,2019,encours_dette,20810.58
59083,2020,encours_dette,15523.46
59083,2021,encours_dette,603328.81
59083,2022,encours_dette,588612.26
59083,2023,encours_dette,175079.84
59083,2024,encours_dette,165826.23
59084,2017,encours_dette,0.0
59084,2018,encours_dette,0.0
59084,2019,encours_dette,0.0
59084,2020,encours_dette,0.0
59084,2021,encours_dette,0.0
59084,2022,encours_dette,0.0
59084,2023,encours_dette,0.0
59084,2024,encours_dette,0.0
59085,2017,encours_dette,123657.96
59085,2018,encours_dette,115239.76
59085,2019,encours_dette,106652.36
59085,2020,encours_dette,97892.35
59085,2021,encours_dette,205944.12
59085,2022,encours_dette,122789.34
59085,2023,encours_dette,109425.0
59085,2024,encours_dette,95847.28
59086,2017,encours_dette,625514.94
59086,2018,encours_dette,488075.44
59086,2019,encours_dette,345966.17
59086,2020,encours_dette,262151.26
59086,2021,encours_dette,174344.24
59086,2022,encours_dette,89381.12
59086,2023,encours_dette,0.0
59086,2024,encours_dette,0.0
59087,2017,encours_dette,972521.86
59087,2018,encours_dette,1086233.81
59087,2019,encours_dette,848804.83
59087,2020,encours_dette,810722.14
59087,2021,encours_dette,771972.7
59087,2022,encours_dette,732556.49
59087,2023,encours_dette,692433.16
59087,2024,encours_dette,651602.06
59088,2017,encours_dette,1987857.48
59088,2018,encours_dette,1720467.67
59088,2019,encours_dette,1581131.83
59088,2020,encours_dette,1435513.34
59088,2021,encours_dette,1283102.87
