code_insee,nom_commune,annee,population
59001,Abancourt,2010,448
59002,Abscon,2010,4228
59003,Aibes,2010,361
59004,Aix-En-Pévèle,2010,1101
59005,Allennes-Les-Marais,2010,3337
59006,L'Orée De Mormal,2010,222
59007,Anhiers,2010,968
59008,Aniche,2010,10347
59009,Villeneuve-D'Ascq,2010,63572
59010,Anneux,2010,243
59011,Annoeullin,2010,9663
59012,Anor,2010,3280
59013,Anstaing,2010,1267
59014,Anzin,2010,13412
59015,Arleux,2010,2935
59016,Armbouts-Cappel,2010,2497
59017,Armentières,2010,25375
59018,Arnèke,2010,1583
59019,Artres,2010,1034
59021,Assevent,2010,1757
59022,Attiches,2010,2309
59023,Aubencheul-Au-Bac,2010,465
59024,Auberchicourt,2010,4573
59025,Aubers,2010,1528
59026,Aubigny-Au-Bac,2010,1217
59027,Aubry-Du-Hainaut,2010,1468
59028,Auby,2010,7535
59029,Auchy-Lez-Orchies,2010,1478
59031,Audignies,2010,297
59032,Aulnoy-Lez-Valenciennes,2010,7280
59033,Aulnoye-Aymeries,2010,8642
59034,Avelin,2010,2559
59035,Avesnelles,2010,2505
59036,Avesnes-Sur-Helpe,2010,4976
59037,Avesnes-Les-Aubert,2010,3672
59038,Avesnes-Le-Sec,2010,1358
59039,Awoingt,2010,693
59041,Bachant,2010,2398
59042,Bachy,2010,1448
59043,Bailleul,2010,14480
59044,Baisieux,2010,4452
59045,Baives,2010,157
59046,Bambecque,2010,729
59047,Banteux,2010,323
59048,Bantigny,2010,470
59049,Bantouzelle,2010,409
59050,Bas-Lieu,2010,313
59051,La Bassée,2010,6235
59052,Bauvin,2010,5265
59053,Bavay,2010,3516
59054,Bavinchove,2010,921
59055,Bazuel,2010,566
59056,Beaucamps-Ligny,2010,889
59057,Beaudignies,2010,571
59058,Beaufort,2010,961
59059,Beaumont-En-Cambrésis,2010,466
59060,Beaurain,2010,228
59061,Beaurepaire-Sur-Sambre,2010,255
59062,Beaurieux,2010,168
59063,Beauvois-En-Cambrésis,2010,2143
59064,Bellaing,2010,1194
59065,Bellignies,2010,894
59066,Bérelles,2010,165
59067,Bergues,2010,3886
59068,Berlaimont,2010,3193
59069,Bermerain,2010,651
59071,Bersée,2010,2262
59072,Bersillies,2010,264
59073,Berthen,2010,506
59074,Bertry,2010,2210
59075,Béthencourt,2010,749
59076,Bettignies,2010,262
59077,Bettrechies,2010,247
59078,Beugnies,2010,581
59079,Beuvrages,2010,6652
59080,Beuvry-La-Forêt,2010,2737
59081,Bévillers,2010,555
59082,Bierne,2010,1644
59083,Bissezeele,2010,213
59084,Blaringhem,2010,2000
59085,Blécourt,2010,360
59086,Boeschepe,2010,2197
59087,Boëseghem,2010,712
59088,Bois-Grenier,2010,1521
59089,Bollezeele,2010,1403
59090,Bondues,2010,9930
59091,Borre,2010,573
59092,Bouchain,2010,4053
59093,Boulogne-Sur-Helpe,2010,328
59094,Bourbourg,2010,6911
59096,Bourghelles,2010,1563
59097,Boursies,2010,339
59098,Bousbecque,2010,4702
59099,Bousies,2010,1699
59100,Bousignies,2010,315
59101,Bousignies-Sur-Roc,2010,432
59102,Boussières-En-Cambrésis,2010,428
59103,Boussières-Sur-Sambre,2010,523
59104,Boussois,2010,3259
59105,Bouvignies,2010,1517
59106,Bouvines,2010,709
59107,Bray-Dunes,2010,4666
59108,Briastre,2010,720
59109,Brillon,2010,735
59110,Brouckerque,2010,1281
59111,Broxeele,2010,304
59112,Bruay-Sur-L'Escaut,2010,12276
59113,Bruille-Lez-Marchiennes,2010,1338
59114,Bruille-Saint-Amand,2010,1614
59115,Brunémont,2010,635
59116,Bry,2010,376
59117,Bugnicourt,2010,952
59118,Busigny,2010,2559
59119,Buysscheure,2010,513
59120,Caëstre,2010,1812
59121,Cagnoncles,2010,539
59122,Cambrai,2010,32584
59123,Camphin-En-Carembault,2010,1636
59124,Camphin-En-Pévèle,2010,1977
59125,Cantaing-Sur-Escaut,2010,423
59126,Cantin,2010,1450
59127,Capelle,2010,161
59128,Capinghem,2010,1620
59129,Cappelle-En-Pévèle,2010,2119
59130,Cappelle-Brouck,2010,1148
59131,Cappelle-La-Grande,2010,8173
59132,Carnières,2010,1070
59133,Carnin,2010,989
59134,Cartignies,2010,1249
59135,Cassel,2010,2287
59136,Le Cateau-Cambrésis,2010,7039
59137,Catillon-Sur-Sambre,2010,837
59138,Cattenières,2010,676
59139,Caudry,2010,14393
59140,Caullery,2010,466
59141,Cauroir,2010,572
59142,Cerfontaine,2010,586
59143,La Chapelle-D'Armentières,2010,8259
59144,Château-L'Abbaye,2010,868
59145,Chemy,2010,645
59146,Chéreng,2010,3014
59147,Choisies,2010,67
59148,Clairfayts,2010,368
59149,Clary,2010,1146
59150,Cobrieux,2010,527
59151,Colleret,2010,1679
59152,Comines,2010,12372
59153,Condé-Sur-L'Escaut,2010,9731
59155,Coudekerque-Branche,2010,22474
59156,Courchelettes,2010,2712
59157,Cousolre,2010,2395
59158,Coutiches,2010,2738
59159,Craywick,2010,597
59160,Crespin,2010,4465
59161,Crèvecoeur-Sur-L'Escaut,2010,678
59162,Crochte,2010,713
59163,Croix,2010,20676
59164,Croix-Caluyau,2010,245
59165,Cuincy,2010,6626
59166,Curgies,2010,1091
59167,Cuvillers,2010,201
59168,Cysoing,2010,4563
59169,Damousies,2010,229
59170,Dechy,2010,5135
59171,Dehéries,2010,43
59172,Denain,2010,20351
59173,Deûlémont,2010,1690
59174,Dimechaux,2010,351
59175,Dimont,2010,326
59176,Doignies,2010,296
59177,Dompierre-Sur-Helpe,2010,925
59178,Douai,2010,42197
59179,Douchy-Les-Mines,2010,10425
59180,Le Doulieu,2010,1402
59181,Dourlers,2010,551
59182,Drincham,2010,259
59183,Dunkerque,2010,92005
59184,Ebblinghem,2010,657
59185,Ecaillon,2010,2002
59186,Eccles,2010,100
59187,Eclaibes,2010,280
59188,Ecuélin,2010,111
59189,Eecke,2010,1166
59190,Elesmes,2010,909
59191,Elincourt,2010,635
59192,Emerchicourt,2010,884
59193,Emmerin,2010,3199
59194,Englefontaine,2010,1305
59195,Englos,2010,563
59196,Ennetières-En-Weppes,2010,1190
59197,Ennevelin,2010,2157
59198,Eppe-Sauvage,2010,268
59199,Erchin,2010,766
59200,Eringhem,2010,470
59201,Erquinghem-Le-Sec,2010,534
59202,Erquinghem-Lys,2010,4535
59203,Erre,2010,1448
59204,Escarmain,2010,434
59205,Escaudain,2010,9149
59206,Escaudoeuvres,2010,3415
59207,Escautpont,2010,4237
59208,Escobecques,2010,307
59209,Esnes,2010,660
59210,Esquelbecq,2010,2145
59211,Esquerchin,2010,884
59212,Estaires,2010,5992
59213,Estourmel,2010,453
59214,Estrées,2010,967
59215,Estreux,2010,961
59216,Eswars,2010,354
59217,Eth,2010,328
59218,Etroeungt,2010,1390
59219,Estrun,2010,673
59220,Faches-Thumesnil,2010,17407
59221,Famars,2010,2519
59222,Faumont,2010,2096
59223,Le Favril,2010,481
59224,Féchain,2010,1849
59225,Feignies,2010,7222
59226,Felleries,2010,1606
59227,Fenain,2010,5355
59228,Férin,2010,1462
59229,Féron,2010,548
59230,Ferrière-La-Grande,2010,5464
59231,Ferrière-La-Petite,2010,1018
59232,La Flamengrie,2010,423
59233,,2010,371
59234,Flers-En-Escrebieux,2010,5624
59236,Flesquières,2010,276
59237,Flêtre,2010,923
59238,Flines-Lès-Mortagne,2010,1645
59239,Flines-Lez-Raches,2010,5443
59240,Floursies,2010,138
59241,Floyon,2010,513
59242,Fontaine-Au-Bois,2010,661
59243,Fontaine-Au-Pire,2010,1192
59244,Fontaine-Notre-Dame,2010,1717
59246,Forest-En-Cambrésis,2010,549
59247,Forest-Sur-Marque,2010,1446
59249,Fourmies,2010,12687
59250,Fournes-En-Weppes,2010,2035
59251,Frasnoy,2010,342
59252,Frelinghien,2010,2483
59253,Fresnes-Sur-Escaut,2010,7676
59254,Fressain,2010,873
59255,Fressies,2010,559
59256,Fretin,2010,3309
59257,Fromelles,2010,861
59258,Genech,2010,2605
59259,Ghissignies,2010,483
59260,Ghyvelde,2010,4074
59261,Glageon,2010,1833
59262,Godewaersvelde,2010,2026
59263,Goeulzin,2010,1057
59264,Gognies-Chaussée,2010,789
59265,Gommegnies,2010,2265
59266,Gondecourt,2010,3967
59267,Gonnelieu,2010,329
59268,La Gorgue,2010,5956
59269,Gouzeaucourt,2010,1432
59270,Grand-Fayt,2010,515
59271,Grande-Synthe,2010,20991
59272,Grand-Fort-Philippe,2010,5434
59273,Gravelines,2010,11516
59274,La Groise,2010,469
59275,Gruson,2010,1145
59276,Guesnain,2010,4660
59277,Gussignies,2010,350
59278,Hallennes-Lez-Haubourdin,2010,3997
59279,Halluin,2010,20199
59280,Hamel,2010,780
59281,Hantay,2010,1046
59282,Hardifort,2010,382
59283,Hargnies,2010,583
59284,Hasnon,2010,3721
59285,Haspres,2010,2800
59286,Haubourdin,2010,14455
59287,Haucourt-En-Cambrésis,2010,209
59288,Haulchin,2010,2371
59289,Haussy,2010,1550
59290,Haut-Lieu,2010,389
59291,Hautmont,2010,14239
59292,Haveluy,2010,3088
59293,Haverskerque,2010,1472
59294,Haynecourt,2010,594
59295,Hazebrouck,2010,21598
59296,Hecq,2010,353
59297,Hélesmes,2010,1942
59299,Hem,2010,17369
59300,Hem-Lenglet,2010,580
59301,Hergnies,2010,4276
59302,Hérin,2010,3840
59303,Herlies,2010,2147
59304,Herrin,2010,403
59305,Herzeele,2010,1518
59306,Hestrud,2010,291
59307,Holque,2010,935
59308,Hondeghem,2010,931
59309,Hondschoote,2010,4106
59310,Hon-Hergies,2010,830
59311,Honnechy,2010,528
59312,Honnecourt-Sur-Escaut,2010,743
59313,Hordain,2010,1472
59314,Hornaing,2010,3426
59315,Houdain-Lez-Bavay,2010,868
59316,Houplin-Ancoisne,2010,3431
59317,Houplines,2010,7611
59318,Houtkerque,2010,991
59319,Hoymille,2010,3192
59320,Illies,2010,1419
59321,Inchy,2010,729
59322,Iwuy,2010,3200
59323,Jenlain,2010,1054
59324,Jeumont,2010,9772
59325,Jolimetz,2010,890
59326,Killem,2010,964
59327,Lallaing,2010,6525
59328,Lambersart,2010,28504
59329,Lambres-Lez-Douai,2010,5092
59330,Landas,2010,2377
59331,Landrecies,2010,3581
59332,Lannoy,2010,1718
59333,Larouillies,2010,271
59334,Lauwin-Planque,2010,1806
59335,Lecelles,2010,2653
59336,Lécluse,2010,1442
59337,Lederzeele,2010,592
59338,Ledringhem,2010,673
59339,Leers,2010,9286
59340,Leffrinckoucke,2010,4482
59341,Lesdain,2010,408
59342,Lez-Fontaine,2010,215
59343,Lesquin,2010,6394
59344,Leval,2010,2326
59345,Lewarde,2010,2739
59346,Lezennes,2010,3064
59347,Liessies,2010,556
59348,Lieu-Saint-Amand,2010,1260
59349,Ligny-En-Cambrésis,2010,1787
59350,Lille,2010,227560
59351,Limont-Fontaine,2010,575
59352,Linselles,2010,8257
59353,Locquignol,2010,346
59354,Loffre,2010,755
59356,Lompret,2010,2335
59357,La Longueville,2010,2181
59358,Looberghe,2010,1180
59359,Loon-Plage,2010,6302
59360,Loos,2010,21592
59361,Lourches,2010,3908
59363,Louvignies-Quesnoy,2010,955
59364,Louvil,2010,850
59365,Louvroil,2010,6830
59366,Lynde,2010,691
59367,Lys-Lez-Lannoy,2010,12950
59368,La Madeleine,2010,22442
59369,Maing,2010,3987
59370,Mairieux,2010,774
59371,Le Maisnil,2010,609
59372,Malincourt,2010,508
59374,Marbaix,2010,472
59375,Marchiennes,2010,4742
59377,Marcoing,2010,1830
59378,Marcq-En-Baroeul,2010,38947
59379,Marcq-En-Ostrevent,2010,585
59381,Maresches,2010,895
59382,Maretz,2010,1487
59383,Marly,2010,11871
59384,Maroilles,2010,1436
59385,Marpent,2010,2669
59386,Marquette-Lez-Lille,2010,9797
59387,Marquette-En-Ostrevant,2010,1676
59388,Marquillies,2010,1992
59389,Masnières,2010,2626
59390,Masny,2010,4361
59391,Mastaing,2010,909
59392,Maubeuge,2010,31046
59393,Maulde,2010,957
59394,Maurois,2010,422
59395,Mazinghien,2010,321
59396,Mecquignies,2010,652
59397,Merckeghem,2010,574
59398,Mérignies,2010,2485
59399,Merris,2010,1065
59400,Merville,2010,8993
59401,Méteren,2010,2146
59402,Millam,2010,783
59403,Millonfosse,2010,664
59405,Moeuvres,2010,447
59406,Monceau-Saint-Waast,2010,512
59407,Monchaux-Sur-Ecaillon,2010,551
59408,Moncheaux,2010,1448
59409,Monchecourt,2010,2575
59410,Mons-En-Baroeul,2010,21887
59411,Mons-En-Pévèle,2010,2139
59412,Montay,2010,350
59413,Montigny-En-Cambrésis,2010,585
59414,Montigny-En-Ostrevent,2010,4872
59415,Montrécourt,2010,233
59416,Morbecque,2010,2658
59418,Mortagne-Du-Nord,2010,1621
59419,Mouchin,2010,1368
59420,Moustier-En-Fagne,2010,61
59421,Mouvaux,2010,13566
59422,Naves,2010,605
59423,Neuf-Berquin,2010,1241
59424,Neuf-Mesnil,2010,1254
59425,Neuville-En-Avesnois,2010,291
59426,Neuville-En-Ferrain,2010,10132
59427,La Neuville,2010,680
59428,Neuville-Saint-Rémy,2010,3744
59429,Neuville-Sur-Escaut,2010,2560
59430,Neuvilly,2010,1049
59431,Nieppe,2010,7587
59432,Niergnies,2010,497
59433,Nieurlet,2010,980
59434,Nivelle,2010,1283
59435,Nomain,2010,2464
59436,Noordpeene,2010,788
59437,Noyelles-Lès-Seclin,2010,879
59438,Noyelles-Sur-Escaut,2010,766
59439,Noyelles-Sur-Sambre,2010,314
59440,Noyelles-Sur-Selle,2010,768
59441,Obies,2010,704
59442,Obrechies,2010,259
59443,Ochtezeele,2010,341
59444,Odomez,2010,898
59445,Ohain,2010,1292
59446,Oisy,2010,564
59447,Onnaing,2010,8709
59448,Oost-Cappel,2010,528
59449,Orchies,2010,8178
59450,Ors,2010,653
59451,Orsinval,2010,524
59452,Ostricourt,2010,5225
59453,Oudezeele,2010,668
59454,Oxelaëre,2010,510
59455,Paillencourt,2010,991
59456,Pecquencourt,2010,6154
59457,Pérenchies,2010,8104
59458,Péronne-En-Mélantois,2010,871
59459,Petite-Forêt,2010,4958
59461,Petit-Fayt,2010,295
59462,Phalempin,2010,4457
59463,Pitgam,2010,918
59464,Poix-Du-Nord,2010,2107
59465,Pommereuil,2010,761
59466,Pont-À-Marcq,2010,2634
59467,Pont-Sur-Sambre,2010,2586
59468,Potelle,2010,361
59469,Pradelles,2010,365
59470,Prémesques,2010,2164
59471,Préseau,2010,1870
59472,Preux-Au-Bois,2010,837
59473,Preux-Au-Sart,2010,289
59474,Prisches,2010,996
59475,Prouvy,2010,2290
59476,Proville,2010,3350
59477,Provin,2010,4129
59478,Quaëdypre,2010,1146
59479,Quarouble,2010,3091
59480,Quérénaing,2010,945
59481,Le Quesnoy,2010,4994
59482,Quesnoy-Sur-Deûle,2010,7126
59483,Quiévelon,2010,154
59484,Quiévrechain,2010,5998
59485,Quiévy,2010,1742
59486,Râches,2010,2740
59487,Radinghem-En-Weppes,2010,1343
59488,Raillencourt-Sainte-Olle,2010,2358
59489,Raimbeaucourt,2010,4126
59490,Rainsars,2010,211
59491,Raismes,2010,12754
59492,Ramillies,2010,588
59493,Ramousies,2010,241
59494,Raucourt-Au-Bois,2010,176
59495,Recquignies,2010,2347
59496,Rejet-De-Beaulieu,2010,246
59497,Renescure,2010,2071
59498,Reumont,2010,379
59499,Rexpoëde,2010,1849
59500,Ribécourt-La-Tour,2010,373
59501,Rieulay,2010,1382
59502,Rieux-En-Cambrésis,2010,1524
59503,Robersart,2010,186
59504,Roeulx,2010,3686
59505,Rombies-Et-Marchipont,2010,761
59506,Romeries,2010,435
59507,Ronchin,2010,18120
59508,Roncq,2010,12848
59509,Roost-Warendin,2010,6193
59511,Rosult,2010,1863
59512,Roubaix,2010,94713
59513,Roucourt,2010,394
59514,Rousies,2010,4222
59515,Rouvignies,2010,659
59516,Rubrouck,2010,940
59517,Les Rues-Des-Vignes,2010,697
59518,Ruesnes,2010,440
59519,Rumegies,2010,1580
59520,Rumilly-En-Cambrésis,2010,1449
59521,Sailly-Lez-Cambrai,2010,450
59522,Sailly-Lez-Lannoy,2010,1776
59523,Sainghin-En-Mélantois,2010,2493
59524,Sainghin-En-Weppes,2010,5533
59525,Sains-Du-Nord,2010,3004
59526,Saint-Amand-Les-Eaux,2010,16697
59527,Saint-André-Lez-Lille,2010,11336
59528,Saint-Aubert,2010,1520
59529,Saint-Aubin,2010,374
59530,Saint-Aybert,2010,358
59531,Saint-Benin,2010,355
59532,Saint-Georges-Sur-L'Aa,2010,308
59533,Saint-Hilaire-Lez-Cambrai,2010,1643
59534,Saint-Hilaire-Sur-Helpe,2010,780
59535,Saint-Jans-Cappel,2010,1632
59536,Sainte-Marie-Cappel,2010,834
59537,Saint-Martin-Sur-Ecaillon,2010,526
59538,Saint-Momelin,2010,412
59539,Saint-Pierre-Brouck,2010,984
59541,Saint-Python,2010,991
59542,Saint-Remy-Chaussée,2010,492
59543,Saint-Remy-Du-Nord,2010,1193
59544,Saint-Saulve,2010,10983
59545,Saint-Souplet,2010,1290
59546,Saint-Sylvestre-Cappel,2010,1105
59547,Saint-Vaast-En-Cambrésis,2010,887
59548,Saint-Waast,2010,614
59549,Salesches,2010,315
59550,Salomé,2010,2981
59551,Saméon,2010,1514
59552,Sancourt,2010,201
59553,Santes,2010,5618
59554,Sars-Et-Rosières,2010,528
59555,Sars-Poteries,2010,1473
59556,Sassegnies,2010,270
59557,Saultain,2010,2058
59558,Saulzoir,2010,1701
59559,Sebourg,2010,1890
59560,Seclin,2010,12295
59562,Sémeries,2010,540
59563,Semousies,2010,240
59564,La Sentinelle,2010,3322
59565,Sepmeries,2010,587
59566,Sequedin,2010,4385
59567,Séranvillers-Forenville,2010,330
59568,Sercus,2010,411
59569,Sin-Le-Noble,2010,16257
59570,Socx,2010,964
59571,Solesmes,2010,4605
59572,Solre-Le-Château,2010,1801
59573,Solrinnes,2010,125
59574,Somain,2010,12506
59575,Sommaing,2010,338
59576,Spycker,2010,1594
59577,Staple,2010,681
59578,Steenbecque,2010,1743
59579,Steene,2010,1272
59580,Steenvoorde,2010,4055
59581,Steenwerck,2010,3471
59582,Strazeele,2010,773
59583,Taisnières-En-Thiérache,2010,466
59584,Taisnières-Sur-Hon,2010,926
59585,Templemars,2010,3158
59586,Templeuve-En-Pévèle,2010,5786
59587,Terdeghem,2010,554
59588,Téteghem-Coudekerque-Village,2010,8239
59589,Thiant,2010,2560
59590,Thiennes,2010,796
59591,Thivencelle,2010,820
59592,Thumeries,2010,3916
59593,Thun-L'Evêque,2010,658
59594,Thun-Saint-Amand,2010,1136
59595,Thun-Saint-Martin,2010,531
59596,Tilloy-Lez-Marchiennes,2010,556
59597,Tilloy-Lez-Cambrai,2010,589
59598,Toufflers,2010,3989
59599,Tourcoing,2010,91923
59600,Tourmignies,2010,687
59601,Trélon,2010,3090
59602,Tressin,2010,1262
59603,Trith-Saint-Léger,2010,6446
59604,Troisvilles,2010,823
59605,Uxem,2010,1324
59606,Valenciennes,2010,43335
59607,Vendegies-Au-Bois,2010,493
59608,Vendegies-Sur-Ecaillon,2010,1121
59609,Vendeville,2010,1634
59610,Verchain-Maugré,2010,903
59611,Verlinghem,2010,2385
59612,Vertain,2010,467
59613,Vicq,2010,1438
59614,Viesly,2010,1458
59615,Vieux-Berquin,2010,2504
59616,Vieux-Condé,2010,10494
59617,Vieux-Mesnil,2010,577
59618,Vieux-Reng,2010,853
59619,Villereau,2010,944
59620,Villers-Au-Tertre,2010,608
59622,Villers-En-Cauchies,2010,1247
59623,Villers-Guislain,2010,726
59624,Villers-Outréaux,2010,2182
59625,Villers-Plouich,2010,414
59626,Villers-Pol,2010,1235
59627,Villers-Sire-Nicole,2010,995
59628,Volckerinckhove,2010,503
59629,Vred,2010,1348
59630,Wahagnies,2010,2588
59631,Walincourt-Selvigny,2010,2087
59632,Wallers,2010,5577
59633,Wallers-En-Fagne,2010,299
59634,Wallon-Cappel,2010,889
59635,Wambaix,2010,306
59636,Wambrechies,2010,9745
59637,Wandignies-Hamage,2010,1254
59638,Wannehain,2010,1031
59639,Wargnies-Le-Grand,2010,1067
59640,Wargnies-Le-Petit,2010,788
59641,Warhem,2010,2064
59642,Warlaing,2010,566
59643,Warneton,2010,211
59645,Wasnes-Au-Bac,2010,573
59646,Wasquehal,2010,20046
59647,Watten,2010,2608
59648,Wattignies,2010,13223
59649,Wattignies-La-Victoire,2010,258
59650,Wattrelos,2010,41541
59651,Wavrechain-Sous-Denain,2010,1638
59652,Wavrechain-Sous-Faulx,2010,440
59653,Wavrin,2010,7641
59654,Waziers,2010,7615
59655,Wemaers-Cappel,2010,250
59656,Wervicq-Sud,2010,4696
59657,West-Cappel,2010,586
59658,Wicres,2010,382
59659,Wignehies,2010,3099
59660,Willems,2010,3015
59661,Willies,2010,166
59662,Winnezeele,2010,1215
59663,Wormhout,2010,5229
59664,Wulverdinghe,2010,287
59665,Wylder,2010,320
59666,Zegerscappel,2010,1464
59667,Zermezeele,2010,194
59668,Zuydcoote,2010,1669
59669,Zuytpeene,2010,557
59670,Don,2010,1365
62001,Ablain-Saint-Nazaire,2010,1791
62002,Ablainzevelle,2010,200
62003,Acheville,2010,608
62004,Achicourt,2010,7705
62005,Achiet-Le-Grand,2010,1068
62006,Achiet-Le-Petit,2010,339
62007,Acq,2010,552
62008,Acquin-Westbécourt,2010,684
62009,Adinfer,2010,237
62010,Affringues,2010,217
62011,Agnez-Lès-Duisans,2010,675
62012,Agnières,2010,236
62013,Agny,2010,1958
62014,Aire-Sur-La-Lys,2010,9861
62015,Airon-Notre-Dame,2010,197
62016,Airon-Saint-Vaast,2010,200
62017,Aix-En-Ergny,2010,176
62018,Aix-En-Issart,2010,274
62019,Aix-Noulette,2010,3843
62020,Alembon,2010,604
62021,Alette,2010,356
62022,Alincthun,2010,339
62023,Allouagne,2010,3066
62024,Alquines,2010,865
62025,Ambleteuse,2010,1912
62026,Ambricourt,2010,131
62027,Ambrines,2010,226
62028,Ames,2010,621
62029,Amettes,2010,502
62030,Amplier,2010,318
62031,Andres,2010,1515
62032,Angres,2010,3999
62033,Annay,2010,4267
62034,Annequin,2010,2366
62035,Annezin,2010,5683
62036,Anvin,2010,789
62037,Anzin-Saint-Aubin,2010,2697
62038,Ardres,2010,4223
62039,Arleux-En-Gohelle,2010,825
62040,Arques,2010,9991
62041,Arras,2010,41611
62042,Athies,2010,1015
62043,Les Attaques,2010,1979
62044,Attin,2010,695
62045,Aubigny-En-Artois,2010,1384
62046,Aubin-Saint-Vaast,2010,748
62047,Aubrometz,2010,142
62048,Auchel,2010,11031
62049,Auchy-Au-Bois,2010,464
62050,Auchy-Lès-Hesdin,2010,1698
62051,Auchy-Les-Mines,2010,4467
62052,Audembert,2010,415
62053,Audincthun,2010,658
62054,Audinghen,2010,589
62055,Audrehem,2010,484
62056,Audresselles,2010,710
62057,Audruicq,2010,4892
62058,Aumerval,2010,198
62059,Autingues,2010,298
62060,Auxi-Le-Château,2010,2898
62061,Averdoingt,2010,268
62062,Avesnes,2010,36
62063,Avesnes-Le-Comte,2010,2089
62064,Avesnes-Lès-Bapaume,2010,133
62065,Avion,2010,17271
62066,Avondance,2010,44
62067,Avroult,2010,546
62068,Ayette,2010,320
62069,Azincourt,2010,307
62070,Bailleul-Aux-Cornailles,2010,265
62071,Bailleul-Lès-Pernes,2010,383
62072,Bailleulmont,2010,257
62073,Bailleul-Sir-Berthoult,2010,1257
62074,Bailleulval,2010,273
62075,Baincthun,2010,1347
62076,Bainghen,2010,169
62077,Bajus,2010,321
62078,Balinghem,2010,1126
62079,Bancourt,2010,78
62080,Bapaume,2010,4115
62081,Baralle,2010,482
62082,Barastre,2010,251
62083,Barlin,2010,7551
62084,Barly,2010,227
62085,Basseux,2010,139
62086,Bavincourt,2010,368
62087,Bayenghem-Lès-Eperlecques,2010,922
62088,Bayenghem-Lès-Seninghem,2010,331
62089,Bazinghen,2010,423
62090,Béalencourt,2010,114
62091,Beaudricourt,2010,99
62092,Beaufort-Blavincourt,2010,430
62093,Beaulencourt,2010,223
62094,Beaumerie-Saint-Martin,2010,376
62095,Beaumetz-Lès-Aire,2010,224
62096,Beaumetz-Lès-Cambrai,2010,584
62097,Beaumetz-Lès-Loges,2010,965
62099,Beaurains,2010,5083
62100,Beaurainville,2010,1950
62101,Beauvois,2010,139
62102,Bécourt,2010,276
62103,Béhagnies,2010,126
62104,Bellebrune,2010,339
62105,Belle-Et-Houllefort,2010,539
62106,Bellonne,2010,239
62107,Bénifontaine,2010,340
62108,Berck,2010,15367
62109,Bergueneuse,2010,211
62109,Bergueneuse,2010,211
62111,Berlencourt-Le-Cauroy,2010,300
62112,Berles-Au-Bois,2010,512
62113,Berles-Monchel,2010,476
62114,Bermicourt,2010,155
62115,Berneville,2010,441
62116,Bernieulles,2010,192
62117,Bertincourt,2010,936
62118,Béthonsart,2010,170
62119,Béthune,2010,25655
62120,Beugin,2010,446
62121,Beugnâtre,2010,138
62122,Beugny,2010,367
62123,Beussent,2010,511
62124,Beutin,2010,493
62125,Beuvrequen,2010,398
62126,Beuvry,2010,8817
62127,Bezinghem,2010,357
62128,Biache-Saint-Vaast,2010,3907
62129,Biefvillers-Lès-Bapaume,2010,110
62130,Bienvillers-Au-Bois,2010,613
62131,Bihucourt,2010,370
62132,Billy-Berclau,2010,4387
62133,Billy-Montigny,2010,8163
62134,Bimont,2010,128
62135,Blairville,2010,298
62137,Blangerval-Blangermont,2010,96
62138,Blangy-Sur-Ternoise,2010,773
62139,Blendecques,2010,5184
62140,Bléquin,2010,435
62141,Blessy,2010,854
62142,Blingel,2010,117
62143,Boffles,2010,47
62144,Boiry-Becquerelle,2010,408
62145,Boiry-Notre-Dame,2010,457
62146,Boiry-Saint-Martin,2010,289
62147,Boiry-Sainte-Rictrude,2010,385
62148,Bois-Bernard,2010,818
62149,Boisdinghem,2010,231
62150,Boisjean,2010,489
62151,Boisleux-Au-Mont,2010,502
62152,Boisleux-Saint-Marc,2010,225
62153,Bomy,2010,600
62154,Bonnières,2010,665
62155,Bonningues-Lès-Ardres,2010,683
62156,Bonningues-Lès-Calais,2010,634
62157,Boubers-Lès-Hesmond,2010,72
62158,Boubers-Sur-Canche,2010,605
62160,Boulogne-Sur-Mer,2010,43070
62161,Bouquehault,2010,702
62162,Bourecq,2010,571
62163,Bouret-Sur-Canche,2010,240
62164,Bourlon,2010,1213
62165,Bournonville,2010,221
62166,Bours,2010,582
62167,Boursin,2010,268
62168,Bourthes,2010,728
62169,Bouvelinghem,2010,245
62170,Bouvigny-Boyeffles,2010,2470
62171,Boyaval,2010,139
62172,Boyelles,2010,275
62173,Brebières,2010,4902
62174,Brêmes,2010,1296
62175,Brévillers,2010,150
62176,Bréxent-Enocq,2010,673
62177,Brimeux,2010,787
62178,Bruay-La-Buissière,2010,23408
62179,Brunembert,2010,377
62180,Brias,2010,308
62181,Bucquoy,2010,1490
62182,Buire-Au-Bois,2010,214
62183,Buire-Le-Sec,2010,793
62184,Buissy,2010,245
62185,Bullecourt,2010,247
62186,Bully-Les-Mines,2010,12337
62187,Buneville,2010,173
62188,Burbure,2010,2983
62189,Bus,2010,127
62190,Busnes,2010,1261
62191,Caffiers,2010,719
62192,Cagnicourt,2010,425
62193,Calais,2010,73636
62194,Calonne-Ricouart,2010,5759
62195,Calonne-Sur-La-Lys,2010,1609
62196,La Calotterie,2010,645
62197,Camblain-Châtelain,2010,1690
62198,Cambligneul,2010,324
62199,Camblain-L'Abbé,2010,646
62200,Cambrin,2010,973
62201,Camiers,2010,2780
62202,Campagne-Lès-Boulonnais,2010,615
62203,Campagne-Lès-Guines,2010,450
