code_insee,nom_commune,annee,population
62662,Polincove,2011,800
62663,Pommera,2011,317
62664,Pommier,2011,236
62665,Le Ponchel,2011,226
62666,Pont-À-Vendin,2011,3122
62667,Le Portel,2011,9705
62668,Prédefin,2011,203
62669,Pressy,2011,295
62670,Preures,2011,562
62671,Pronville,2011,329
62672,Puisieux,2011,678
62673,Quéant,2011,641
62674,Quelmes,2011,562
62675,Quercamps,2011,269
62676,Quernes,2011,468
62677,Le Quesnoy-En-Artois,2011,366
62678,Quesques,2011,616
62679,Questrecques,2011,332
62680,Quiéry-La-Motte,2011,738
62681,Quiestède,2011,653
62682,Quilen,2011,58
62683,Quoeux-Haut-Maînil,2011,250
62684,Racquinghem,2011,2329
62685,Radinghem,2011,289
62686,Ramecourt,2011,313
62688,Rang-Du-Fliers,2011,4082
62689,Ransart,2011,394
62690,Raye-Sur-Authie,2011,219
62691,Saint-Augustin,2011,750
62692,Rebergues,2011,259
62693,Rebreuve-Ranchicourt,2011,1098
62694,Rebreuve-Sur-Canche,2011,212
62695,Rebreuviette,2011,277
62696,Reclinghem,2011,204
62697,Récourt,2011,230
62698,Recques-Sur-Course,2011,272
62699,Recques-Sur-Hem,2011,581
62700,Regnauville,2011,216
62701,Rely,2011,477
62702,Remilly-Wirquin,2011,329
62703,Rémy,2011,282
62704,Renty,2011,595
62705,Rety,2011,2077
62706,Richebourg,2011,2464
62708,Riencourt-Lès-Bapaume,2011,37
62709,Riencourt-Lès-Cagnicourt,2011,283
62710,Rimboval,2011,148
62711,Rinxent,2011,2759
62712,Rivière,2011,1127
62713,Robecq,2011,1306
62714,Roclincourt,2011,787
62715,Rocquigny,2011,284
62716,Rodelinghem,2011,549
62717,Roëllecourt,2011,591
62718,Roeux,2011,1399
62719,Rollancourt,2011,347
62720,Rombly,2011,44
62721,Roquetoire,2011,1884
62722,Rougefay,2011,89
62723,Roussent,2011,210
62724,Rouvroy,2011,8697
62725,Royon,2011,124
62726,Ruisseauville,2011,173
62727,Ruitz,2011,1530
62728,Rumaucourt,2011,703
62729,Rumilly,2011,251
62730,Ruminghem,2011,1598
62731,Ruyaulcourt,2011,290
62732,Sachin,2011,307
62733,Sailly-Au-Bois,2011,288
62734,Sailly-En-Ostrevent,2011,719
62735,Sailly-Labourse,2011,2140
62736,Sailly-Sur-La-Lys,2011,4046
62737,Sains-En-Gohelle,2011,6420
62738,Sains-Lès-Fressin,2011,171
62739,Sains-Lès-Marquion,2011,332
62740,Sains-Lès-Pernes,2011,275
62741,Saint-Amand,2011,140
62742,Saint-Aubin,2011,267
62744,Sainte-Catherine,2011,3406
62745,Saint-Denoeux,2011,144
62746,Saint-Etienne-Au-Mont,2011,5083
62747,Saint-Floris,2011,536
62748,Saint-Folquin,2011,2190
62749,Saint-Georges,2011,314
62750,Saint-Hilaire-Cottes,2011,831
62751,Saint-Inglevert,2011,730
62752,Saint-Josse,2011,1184
62753,Saint-Laurent-Blangy,2011,6242
62754,Saint-Léger,2011,415
62755,Saint-Léonard,2011,3599
62756,Sainte-Marie-Kerque,2011,1521
62757,Saint-Martin-Lez-Tatinghem,2011,5533
62758,Saint-Martin-Boulogne,2011,11117
62759,Saint-Martin-Choquel,2011,471
62760,Saint-Martin-D'Hardinghem,2011,297
62761,Saint-Martin-Sur-Cojeul,2011,212
62762,Saint-Michel-Sous-Bois,2011,122
62763,Saint-Michel-Sur-Ternoise,2011,926
62764,Saint-Nicolas,2011,4751
62765,Saint-Omer,2011,14064
62766,Saint-Omer-Capelle,2011,1137
62767,Saint-Pol-Sur-Ternoise,2011,5145
62768,Saint-Rémy-Au-Bois,2011,108
62769,Saint-Tricat,2011,674
62770,Saint-Venant,2011,3035
62771,Sallaumines,2011,9649
62772,Salperwick,2011,506
62773,Samer,2011,3712
62774,Sangatte,2011,4697
62775,Sanghen,2011,280
62776,Sapignies,2011,177
62777,Le Sars,2011,165
62778,Sars-Le-Bois,2011,64
62779,Sarton,2011,177
62780,Sauchy-Cauchy,2011,385
62781,Sauchy-Lestrée,2011,451
62782,Saudemont,2011,443
62783,Saulchoy,2011,300
62784,Saulty,2011,724
62785,Savy-Berlette,2011,929
62786,Selles,2011,326
62787,Sempy,2011,310
62788,Seninghem,2011,650
62789,Senlecques,2011,259
62790,Senlis,2011,172
62791,Séricourt,2011,53
62792,Serques,2011,1140
62793,Servins,2011,1059
62794,Setques,2011,639
62795,Sibiville,2011,101
62796,Simencourt,2011,528
62797,Siracourt,2011,252
62798,Sombrin,2011,240
62799,Sorrus,2011,646
62800,Souastre,2011,360
62801,Souchez,2011,2522
62802,Le Souich,2011,180
62803,Surques,2011,539
62804,Sus-Saint-Léger,2011,352
62805,Tangry,2011,228
62806,Tardinghen,2011,148
62808,Teneur,2011,290
62809,Ternas,2011,133
62810,Thélus,2011,1234
62811,Thérouanne,2011,1087
62812,Thiembronne,2011,777
62813,La Thieuloye,2011,463
62814,Thièvres,2011,119
62815,Tigny-Noyelle,2011,159
62816,Tilloy-Lès-Hermaville,2011,232
62817,Tilloy-Lès-Mofflaines,2011,1419
62818,Tilly-Capelle,2011,155
62819,Tilques,2011,1109
62820,Tincques,2011,880
62821,Tingry,2011,315
62822,Tollent,2011,92
62823,Torcy,2011,160
62824,Tortefontaine,2011,258
62825,Tortequesne,2011,716
62826,Le Touquet-Paris-Plage,2011,4538
62827,Tournehem-Sur-La-Hem,2011,1416
62828,Tramecourt,2011,57
62829,Le Transloy,2011,427
62830,Trescault,2011,192
62831,Troisvaux,2011,298
62832,Tubersent,2011,494
62833,Vacquerie-Le-Boucq,2011,83
62834,Vacqueriette-Erquières,2011,247
62835,Valhuon,2011,580
62836,Vaudricourt,2011,880
62837,Vaudringhem,2011,492
62838,Vaulx,2011,91
62839,Vaulx-Vraucourt,2011,1069
62840,Vélu,2011,128
62841,Vendin-Lès-Béthune,2011,2386
62842,Vendin-Le-Vieil,2011,7680
62843,Verchin,2011,233
62844,Verchocq,2011,626
62845,Verlincthun,2011,387
62846,Vermelles,2011,4526
62847,Verquigneul,2011,2020
62848,Verquin,2011,3397
62849,Verton,2011,2280
62850,Vieil-Hesdin,2011,374
62851,Vieille-Chapelle,2011,781
62852,Vieille-Eglise,2011,1422
62853,Vieil-Moutier,2011,389
62854,Villers-Au-Bois,2011,550
62855,Villers-Au-Flos,2011,222
62856,Villers-Brûlin,2011,306
62857,Villers-Châtel,2011,126
62858,Villers-Lès-Cagnicourt,2011,255
62859,Villers-L'Hôpital,2011,266
62860,Villers-Sir-Simon,2011,125
62861,Vimy,2011,4305
62862,Vincly,2011,162
62863,Violaines,2011,3690
62864,Vis-En-Artois,2011,657
62865,Vitry-En-Artois,2011,4479
62866,Waben,2011,430
62867,Wacquinghen,2011,240
62868,Wail,2011,279
62869,Wailly,2011,1045
62870,Wailly-Beaucamp,2011,999
62871,Wambercourt,2011,254
62872,Wamin,2011,247
62873,Wancourt,2011,664
62874,Wanquetin,2011,706
62875,Wardrecques,2011,1185
62876,Warlencourt-Eaucourt,2011,166
62877,Warlincourt-Lès-Pas,2011,165
62878,Warlus,2011,371
62879,Warluzel,2011,255
62880,Le Wast,2011,202
62881,Beauvoir-Wavans,2011,390
62882,Wavrans-Sur-L'Aa,2011,1325
62883,Wavrans-Sur-Ternoise,2011,217
62885,Westrehem,2011,209
62886,Wicquinghem,2011,219
62887,Widehem,2011,269
62888,Wierre-Au-Bois,2011,223
62889,Wierre-Effroy,2011,781
62890,Willeman,2011,178
62891,Willencourt,2011,144
62892,Willerval,2011,663
62893,Wimereux,2011,7312
62894,Wimille,2011,4185
62895,Wingles,2011,8239
62896,Wirwignes,2011,738
62897,Wismes,2011,513
62898,Wisques,2011,240
62899,Wissant,2011,1051
62900,Witternesse,2011,580
62901,Wittes,2011,872
62902,Wizernes,2011,3276
62903,Zoteux,2011,539
62904,Zouafques,2011,590
62905,Zudausques,2011,842
62906,Zutkerque,2011,1716
62907,Libercourt,2011,8431
62908,La Capelle-Lès-Boulogne,2011,1530
62909,Ytres,2011,436
59001,Abancourt,2012,445
59002,Abscon,2012,4276
59003,Aibes,2012,376
59004,Aix-En-Pévèle,2012,1124
59005,Allennes-Les-Marais,2012,3357
59006,L'Orée De Mormal,2012,235
59007,Anhiers,2012,949
59008,Aniche,2012,10558
59009,Villeneuve-D'Ascq,2012,62308
59010,Anneux,2012,258
59011,Annoeullin,2012,10335
59012,Anor,2012,3347
59013,Anstaing,2012,1339
59014,Anzin,2012,13407
59015,Arleux,2012,2982
59016,Armbouts-Cappel,2012,2437
59017,Armentières,2012,25993
59018,Arnèke,2012,1604
59019,Artres,2012,1021
59021,Assevent,2012,1839
59022,Attiches,2012,2270
59023,Aubencheul-Au-Bac,2012,473
59024,Auberchicourt,2012,4450
59025,Aubers,2012,1537
59026,Aubigny-Au-Bac,2012,1217
59027,Aubry-Du-Hainaut,2012,1457
59028,Auby,2012,7417
59029,Auchy-Lez-Orchies,2012,1504
59031,Audignies,2012,306
59032,Aulnoy-Lez-Valenciennes,2012,7438
59033,Aulnoye-Aymeries,2012,8754
59034,Avelin,2012,2590
59035,Avesnelles,2012,2492
59036,Avesnes-Sur-Helpe,2012,4894
59037,Avesnes-Les-Aubert,2012,3598
59038,Avesnes-Le-Sec,2012,1405
59039,Awoingt,2012,857
59041,Bachant,2012,2392
59042,Bachy,2012,1591
59043,Bailleul,2012,14564
59044,Baisieux,2012,4571
59045,Baives,2012,160
59046,Bambecque,2012,747
59047,Banteux,2012,333
59048,Bantigny,2012,482
59049,Bantouzelle,2012,412
59050,Bas-Lieu,2012,336
59051,La Bassée,2012,6413
59052,Bauvin,2012,5288
59053,Bavay,2012,3435
59054,Bavinchove,2012,930
59055,Bazuel,2012,547
59056,Beaucamps-Ligny,2012,877
59057,Beaudignies,2012,564
59058,Beaufort,2012,967
59059,Beaumont-En-Cambrésis,2012,469
59060,Beaurain,2012,221
59061,Beaurepaire-Sur-Sambre,2012,256
59062,Beaurieux,2012,166
59063,Beauvois-En-Cambrésis,2012,2153
59064,Bellaing,2012,1177
59065,Bellignies,2012,874
59066,Bérelles,2012,170
59067,Bergues,2012,3910
59068,Berlaimont,2012,3146
59069,Bermerain,2012,667
59071,Bersée,2012,2238
59072,Bersillies,2012,253
59073,Berthen,2012,510
59074,Bertry,2012,2255
59075,Béthencourt,2012,764
59076,Bettignies,2012,274
59077,Bettrechies,2012,251
59078,Beugnies,2012,643
59079,Beuvrages,2012,6696
59080,Beuvry-La-Forêt,2012,2756
59081,Bévillers,2012,543
59082,Bierne,2012,1703
59083,Bissezeele,2012,228
59084,Blaringhem,2012,2023
59085,Blécourt,2012,342
59086,Boeschepe,2012,2188
59087,Boëseghem,2012,712
59088,Bois-Grenier,2012,1512
59089,Bollezeele,2012,1425
59090,Bondues,2012,9828
59091,Borre,2012,588
59092,Bouchain,2012,3995
59093,Boulogne-Sur-Helpe,2012,326
59094,Bourbourg,2012,7002
59096,Bourghelles,2012,1616
59097,Boursies,2012,347
59098,Bousbecque,2012,4706
59099,Bousies,2012,1710
59100,Bousignies,2012,303
59101,Bousignies-Sur-Roc,2012,434
59102,Boussières-En-Cambrésis,2012,426
59103,Boussières-Sur-Sambre,2012,528
59104,Boussois,2012,3222
59105,Bouvignies,2012,1541
59106,Bouvines,2012,703
59107,Bray-Dunes,2012,4609
59108,Briastre,2012,756
59109,Brillon,2012,738
59110,Brouckerque,2012,1272
59111,Broxeele,2012,304
59112,Bruay-Sur-L'Escaut,2012,11975
59113,Bruille-Lez-Marchiennes,2012,1327
59114,Bruille-Saint-Amand,2012,1650
59115,Brunémont,2012,694
59116,Bry,2012,401
59117,Bugnicourt,2012,931
59118,Busigny,2012,2557
59119,Buysscheure,2012,528
59120,Caëstre,2012,1906
59121,Cagnoncles,2012,572
59122,Cambrai,2012,32847
59123,Camphin-En-Carembault,2012,1600
59124,Camphin-En-Pévèle,2012,2152
59125,Cantaing-Sur-Escaut,2012,410
59126,Cantin,2012,1499
59127,Capelle,2012,161
59128,Capinghem,2012,1670
59129,Cappelle-En-Pévèle,2012,2273
59130,Cappelle-Brouck,2012,1141
59131,Cappelle-La-Grande,2012,8022
59132,Carnières,2012,1077
59133,Carnin,2012,960
59134,Cartignies,2012,1254
59135,Cassel,2012,2287
59136,Le Cateau-Cambrésis,2012,7058
59137,Catillon-Sur-Sambre,2012,804
59138,Cattenières,2012,676
59139,Caudry,2012,14586
59140,Caullery,2012,441
59141,Cauroir,2012,592
59142,Cerfontaine,2012,589
59143,La Chapelle-D'Armentières,2012,8390
59144,Château-L'Abbaye,2012,878
59145,Chemy,2012,710
59146,Chéreng,2012,2989
59147,Choisies,2012,65
59148,Clairfayts,2012,369
59149,Clary,2012,1134
59150,Cobrieux,2012,528
59151,Colleret,2012,1671
59152,Comines,2012,12787
59153,Condé-Sur-L'Escaut,2012,9783
59155,Coudekerque-Branche,2012,22077
59156,Courchelettes,2012,2706
59157,Cousolre,2012,2355
59158,Coutiches,2012,2852
59159,Craywick,2012,693
59160,Crespin,2012,4494
59161,Crèvecoeur-Sur-L'Escaut,2012,667
59162,Crochte,2012,695
59163,Croix,2012,20664
59164,Croix-Caluyau,2012,254
59165,Cuincy,2012,6556
59166,Curgies,2012,1100
59167,Cuvillers,2012,195
59168,Cysoing,2012,4757
59169,Damousies,2012,239
59170,Dechy,2012,5207
59171,Dehéries,2012,43
59172,Denain,2012,20270
59173,Deûlémont,2012,1684
59174,Dimechaux,2012,360
59175,Dimont,2012,324
59176,Doignies,2012,319
59177,Dompierre-Sur-Helpe,2012,904
59178,Douai,2012,41732
59179,Douchy-Les-Mines,2012,10737
59180,Le Doulieu,2012,1407
59181,Dourlers,2012,568
59182,Drincham,2012,252
59183,Dunkerque,2012,90995
59184,Ebblinghem,2012,656
59185,Ecaillon,2012,1974
59186,Eccles,2012,96
59187,Eclaibes,2012,283
59188,Ecuélin,2012,126
59189,Eecke,2012,1179
59190,Elesmes,2012,944
59191,Elincourt,2012,633
59192,Emerchicourt,2012,858
59193,Emmerin,2012,3210
59194,Englefontaine,2012,1291
59195,Englos,2012,562
59196,Ennetières-En-Weppes,2012,1260
59197,Ennevelin,2012,2129
59198,Eppe-Sauvage,2012,270
59199,Erchin,2012,757
59200,Eringhem,2012,471
59201,Erquinghem-Le-Sec,2012,539
59202,Erquinghem-Lys,2012,4734
59203,Erre,2012,1471
59204,Escarmain,2012,435
59205,Escaudain,2012,9114
59206,Escaudoeuvres,2012,3360
59207,Escautpont,2012,4186
59208,Escobecques,2012,301
59209,Esnes,2012,663
59210,Esquelbecq,2012,2108
59211,Esquerchin,2012,907
59212,Estaires,2012,5935
59213,Estourmel,2012,447
59214,Estrées,2012,1012
59215,Estreux,2012,982
59216,Eswars,2012,341
59217,Eth,2012,326
59218,Etroeungt,2012,1409
59219,Estrun,2012,694
59220,Faches-Thumesnil,2012,17476
59221,Famars,2012,2475
59222,Faumont,2012,2127
59223,Le Favril,2012,486
59224,Féchain,2012,1849
59225,Feignies,2012,7156
59226,Felleries,2012,1554
59227,Fenain,2012,5337
59228,Férin,2012,1486
59229,Féron,2012,572
59230,Ferrière-La-Grande,2012,5365
59231,Ferrière-La-Petite,2012,1051
59232,La Flamengrie,2012,396
59233,,2012,388
59234,Flers-En-Escrebieux,2012,5769
59236,Flesquières,2012,267
59237,Flêtre,2012,976
59238,Flines-Lès-Mortagne,2012,1649
59239,Flines-Lez-Raches,2012,5495
59240,Floursies,2012,138
59241,Floyon,2012,503
59242,Fontaine-Au-Bois,2012,680
59243,Fontaine-Au-Pire,2012,1191
59244,Fontaine-Notre-Dame,2012,1752
59246,Forest-En-Cambrésis,2012,537
59247,Forest-Sur-Marque,2012,1459
59249,Fourmies,2012,12663
59250,Fournes-En-Weppes,2012,2126
59251,Frasnoy,2012,357
59252,Frelinghien,2012,2438
59253,Fresnes-Sur-Escaut,2012,7639
59254,Fressain,2012,876
59255,Fressies,2012,572
59256,Fretin,2012,3340
59257,Fromelles,2012,866
59258,Genech,2012,2612
59259,Ghissignies,2012,506
59260,Ghyvelde,2012,4130
59261,Glageon,2012,1829
59262,Godewaersvelde,2012,2016
59263,Goeulzin,2012,1031
59264,Gognies-Chaussée,2012,784
59265,Gommegnies,2012,2283
59266,Gondecourt,2012,3918
59267,Gonnelieu,2012,342
59268,La Gorgue,2012,5923
59269,Gouzeaucourt,2012,1512
59270,Grand-Fayt,2012,516
59271,Grande-Synthe,2012,21166
59272,Grand-Fort-Philippe,2012,5320
59273,Gravelines,2012,11573
59274,La Groise,2012,486
59275,Gruson,2012,1146
59276,Guesnain,2012,4692
59277,Gussignies,2012,356
59278,Hallennes-Lez-Haubourdin,2012,3975
59279,Halluin,2012,20770
59280,Hamel,2012,783
59281,Hantay,2012,1148
59282,Hardifort,2012,377
59283,Hargnies,2012,590
59284,Hasnon,2012,3839
59285,Haspres,2012,2788
59286,Haubourdin,2012,14498
59287,Haucourt-En-Cambrésis,2012,214
59288,Haulchin,2012,2329
59289,Haussy,2012,1547
59290,Haut-Lieu,2012,393
59291,Hautmont,2012,14115
59292,Haveluy,2012,3089
59293,Haverskerque,2012,1505
59294,Haynecourt,2012,531
59295,Hazebrouck,2012,21866
59296,Hecq,2012,355
59297,Hélesmes,2012,1954
59299,Hem,2012,18374
59300,Hem-Lenglet,2012,580
59301,Hergnies,2012,4335
59302,Hérin,2012,3936
59303,Herlies,2012,2225
59304,Herrin,2012,400
59305,Herzeele,2012,1567
59306,Hestrud,2012,300
59307,Holque,2012,915
59308,Hondeghem,2012,958
59309,Hondschoote,2012,4072
59310,Hon-Hergies,2012,827
59311,Honnechy,2012,535
59312,Honnecourt-Sur-Escaut,2012,760
59313,Hordain,2012,1458
59314,Hornaing,2012,3571
59315,Houdain-Lez-Bavay,2012,909
59316,Houplin-Ancoisne,2012,3464
59317,Houplines,2012,7791
59318,Houtkerque,2012,1004
59319,Hoymille,2012,3222
59320,Illies,2012,1409
59321,Inchy,2012,726
59322,Iwuy,2012,3232
59323,Jenlain,2012,1093
59324,Jeumont,2012,9788
59325,Jolimetz,2012,883
59326,Killem,2012,996
59327,Lallaing,2012,6405
59328,Lambersart,2012,28435
59329,Lambres-Lez-Douai,2012,5057
59330,Landas,2012,2388
59331,Landrecies,2012,3516
59332,Lannoy,2012,1781
59333,Larouillies,2012,265
59334,Lauwin-Planque,2012,1784
59335,Lecelles,2012,2684
59336,Lécluse,2012,1379
59337,Lederzeele,2012,585
59338,Ledringhem,2012,680
59339,Leers,2012,9400
59340,Leffrinckoucke,2012,4411
59341,Lesdain,2012,423
59342,Lez-Fontaine,2012,231
59343,Lesquin,2012,6690
59344,Leval,2012,2433
59345,Lewarde,2012,2645
59346,Lezennes,2012,3135
59347,Liessies,2012,541
59348,Lieu-Saint-Amand,2012,1335
59349,Ligny-En-Cambrésis,2012,1863
59350,Lille,2012,228652
59351,Limont-Fontaine,2012,582
59352,Linselles,2012,8104
59353,Locquignol,2012,355
59354,Loffre,2012,750
59356,Lompret,2012,2300
59357,La Longueville,2012,2138
59358,Looberghe,2012,1174
59359,Loon-Plage,2012,6293
59360,Loos,2012,21176
59361,Lourches,2012,3881
59363,Louvignies-Quesnoy,2012,951
59364,Louvil,2012,853
59365,Louvroil,2012,6637
59366,Lynde,2012,713
59367,Lys-Lez-Lannoy,2012,13317
59368,La Madeleine,2012,22520
59369,Maing,2012,4047
59370,Mairieux,2012,792
59371,Le Maisnil,2012,628
59372,Malincourt,2012,513
59374,Marbaix,2012,478
59375,Marchiennes,2012,4697
59377,Marcoing,2012,1848
59378,Marcq-En-Baroeul,2012,39600
59379,Marcq-En-Ostrevent,2012,664
59381,Maresches,2012,898
59382,Maretz,2012,1485
59383,Marly,2012,11449
59384,Maroilles,2012,1429
59385,Marpent,2012,2705
59386,Marquette-Lez-Lille,2012,10226
59387,Marquette-En-Ostrevant,2012,1758
59388,Marquillies,2012,1991
59389,Masnières,2012,2650
59390,Masny,2012,4176
59391,Mastaing,2012,869
59392,Maubeuge,2012,30994
59393,Maulde,2012,973
59394,Maurois,2012,416
59395,Mazinghien,2012,314
59396,Mecquignies,2012,680
59397,Merckeghem,2012,572
59398,Mérignies,2012,2632
59399,Merris,2012,1050
59400,Merville,2012,9465
59401,Méteren,2012,2152
59402,Millam,2012,792
59403,Millonfosse,2012,660
59405,Moeuvres,2012,423
59406,Monceau-Saint-Waast,2012,516
59407,Monchaux-Sur-Ecaillon,2012,542
59408,Moncheaux,2012,1445
59409,Monchecourt,2012,2536
59410,Mons-En-Baroeul,2012,21272
59411,Mons-En-Pévèle,2012,2143
59412,Montay,2012,335
59413,Montigny-En-Cambrésis,2012,582
59414,Montigny-En-Ostrevent,2012,4810
59415,Montrécourt,2012,235
59416,Morbecque,2012,2620
59418,Mortagne-Du-Nord,2012,1621
59419,Mouchin,2012,1393
59420,Moustier-En-Fagne,2012,60
59421,Mouvaux,2012,13628
59422,Naves,2012,621
59423,Neuf-Berquin,2012,1232
59424,Neuf-Mesnil,2012,1293
59425,Neuville-En-Avesnois,2012,294
59426,Neuville-En-Ferrain,2012,10280
59427,La Neuville,2012,664
59428,Neuville-Saint-Rémy,2012,3810
59429,Neuville-Sur-Escaut,2012,2580
59430,Neuvilly,2012,1078
59431,Nieppe,2012,7412
59432,Niergnies,2012,495
59433,Nieurlet,2012,997
59434,Nivelle,2012,1286
59435,Nomain,2012,2470
59436,Noordpeene,2012,785
59437,Noyelles-Lès-Seclin,2012,863
59438,Noyelles-Sur-Escaut,2012,764
59439,Noyelles-Sur-Sambre,2012,304
59440,Noyelles-Sur-Selle,2012,754
59441,Obies,2012,710
59442,Obrechies,2012,259
59443,Ochtezeele,2012,367
59444,Odomez,2012,923
59445,Ohain,2012,1274
59446,Oisy,2012,586
59447,Onnaing,2012,8715
59448,Oost-Cappel,2012,521
59449,Orchies,2012,8196
59450,Ors,2012,657
59451,Orsinval,2012,548
59452,Ostricourt,2012,5378
59453,Oudezeele,2012,671
59454,Oxelaëre,2012,528
59455,Paillencourt,2012,1001
59456,Pecquencourt,2012,6011
59457,Pérenchies,2012,8289
59458,Péronne-En-Mélantois,2012,884
59459,Petite-Forêt,2012,4892
59461,Petit-Fayt,2012,297
59462,Phalempin,2012,4424
59463,Pitgam,2012,941
59464,Poix-Du-Nord,2012,2182
59465,Pommereuil,2012,775
59466,Pont-À-Marcq,2012,2733
59467,Pont-Sur-Sambre,2012,2519
59468,Potelle,2012,358
59469,Pradelles,2012,375
59470,Prémesques,2012,2211
59471,Préseau,2012,1821
59472,Preux-Au-Bois,2012,839
59473,Preux-Au-Sart,2012,297
59474,Prisches,2012,1010
59475,Prouvy,2012,2269
59476,Proville,2012,3237
59477,Provin,2012,4183
59478,Quaëdypre,2012,1132
59479,Quarouble,2012,3058
59480,Quérénaing,2012,940
59481,Le Quesnoy,2012,5030
59482,Quesnoy-Sur-Deûle,2012,6969
59483,Quiévelon,2012,147
59484,Quiévrechain,2012,6263
59485,Quiévy,2012,1767
59486,Râches,2012,2715
59487,Radinghem-En-Weppes,2012,1339
59488,Raillencourt-Sainte-Olle,2012,2347
59489,Raimbeaucourt,2012,4091
59490,Rainsars,2012,207
59491,Raismes,2012,12906
59492,Ramillies,2012,598
59493,Ramousies,2012,236
59494,Raucourt-Au-Bois,2012,182
59495,Recquignies,2012,2380
59496,Rejet-De-Beaulieu,2012,254
59497,Renescure,2012,2085
59498,Reumont,2012,394
59499,Rexpoëde,2012,2011
59500,Ribécourt-La-Tour,2012,372
59501,Rieulay,2012,1359
59502,Rieux-En-Cambrésis,2012,1511
59503,Robersart,2012,183
59504,Roeulx,2012,3775
59505,Rombies-Et-Marchipont,2012,775
59506,Romeries,2012,437
59507,Ronchin,2012,18398
59508,Roncq,2012,13366
59509,Roost-Warendin,2012,6178
59511,Rosult,2012,1846
59512,Roubaix,2012,94536
59513,Roucourt,2012,427
59514,Rousies,2012,4273
59515,Rouvignies,2012,683
59516,Rubrouck,2012,956
59517,Les Rues-Des-Vignes,2012,734
59518,Ruesnes,2012,428
59519,Rumegies,2012,1604
59520,Rumilly-En-Cambrésis,2012,1460
59521,Sailly-Lez-Cambrai,2012,455
59522,Sailly-Lez-Lannoy,2012,1728
59523,Sainghin-En-Mélantois,2012,2524
59524,Sainghin-En-Weppes,2012,5554
59525,Sains-Du-Nord,2012,2981
59526,Saint-Amand-Les-Eaux,2012,16836
59527,Saint-André-Lez-Lille,2012,11246
59528,Saint-Aubert,2012,1567
59529,Saint-Aubin,2012,374
59530,Saint-Aybert,2012,353
59531,Saint-Benin,2012,346
59532,Saint-Georges-Sur-L'Aa,2012,320
59533,Saint-Hilaire-Lez-Cambrai,2012,1652
59534,Saint-Hilaire-Sur-Helpe,2012,777
59535,Saint-Jans-Cappel,2012,1712
59536,Sainte-Marie-Cappel,2012,846
59537,Saint-Martin-Sur-Ecaillon,2012,521
59538,Saint-Momelin,2012,444
59539,Saint-Pierre-Brouck,2012,1011
59541,Saint-Python,2012,966
59542,Saint-Remy-Chaussée,2012,518
59543,Saint-Remy-Du-Nord,2012,1173
59544,Saint-Saulve,2012,11062
59545,Saint-Souplet,2012,1292
59546,Saint-Sylvestre-Cappel,2012,1066
59547,Saint-Vaast-En-Cambrésis,2012,895
59548,Saint-Waast,2012,626
59549,Salesches,2012,306
59550,Salomé,2012,2972
59551,Saméon,2012,1547
59552,Sancourt,2012,198
59553,Santes,2012,5697
59554,Sars-Et-Rosières,2012,543
59555,Sars-Poteries,2012,1509
59556,Sassegnies,2012,273
59557,Saultain,2012,2100
59558,Saulzoir,2012,1728
59559,Sebourg,2012,1939
59560,Seclin,2012,12479
59562,Sémeries,2012,543
59563,Semousies,2012,246
59564,La Sentinelle,2012,3299
59565,Sepmeries,2012,647
59566,Sequedin,2012,4314
59567,Séranvillers-Forenville,2012,349
59568,Sercus,2012,423
59569,Sin-Le-Noble,2012,15865
59570,Socx,2012,939
59571,Solesmes,2012,4505
59572,Solre-Le-Château,2012,1804
59573,Solrinnes,2012,132
59574,Somain,2012,12838
59575,Sommaing,2012,373
59576,Spycker,2012,1644
59577,Staple,2012,693
59578,Steenbecque,2012,1742
59579,Steene,2012,1309
59580,Steenvoorde,2012,4030
59581,Steenwerck,2012,3482
59582,Strazeele,2012,894
59583,Taisnières-En-Thiérache,2012,448
59584,Taisnières-Sur-Hon,2012,937
59585,Templemars,2012,3170
59586,Templeuve-En-Pévèle,2012,5817
59587,Terdeghem,2012,580
59588,Téteghem-Coudekerque-Village,2012,8180
59589,Thiant,2012,2619
59590,Thiennes,2012,855
59591,Thivencelle,2012,873
59592,Thumeries,2012,3945
59593,Thun-L'Evêque,2012,704
59594,Thun-Saint-Amand,2012,1151
59595,Thun-Saint-Martin,2012,527
59596,Tilloy-Lez-Marchiennes,2012,567
59597,Tilloy-Lez-Cambrai,2012,558
59598,Toufflers,2012,3990
59599,Tourcoing,2012,92707
59600,Tourmignies,2012,738
59601,Trélon,2012,2974
59602,Tressin,2012,1411
59603,Trith-Saint-Léger,2012,6393
59604,Troisvilles,2012,844
59605,Uxem,2012,1378
59606,Valenciennes,2012,42989
59607,Vendegies-Au-Bois,2012,496
59608,Vendegies-Sur-Ecaillon,2012,1118
59609,Vendeville,2012,1673
59610,Verchain-Maugré,2012,903
59611,Verlinghem,2012,2330
59612,Vertain,2012,506
59613,Vicq,2012,1464
59614,Viesly,2012,1477
59615,Vieux-Berquin,2012,2499
59616,Vieux-Condé,2012,10070
59617,Vieux-Mesnil,2012,592
59618,Vieux-Reng,2012,870
59619,Villereau,2012,970
59620,Villers-Au-Tertre,2012,611
59622,Villers-En-Cauchies,2012,1256
59623,Villers-Guislain,2012,703
59624,Villers-Outréaux,2012,2121
59625,Villers-Plouich,2012,418
59626,Villers-Pol,2012,1239
