code_insee,nom_commune,departement,strate_perso,taux_tfpb,evol_2021_2024,rank_tfpb_dep_strate,ecart_tfpb_2024_vs_dep_strate_mean
62760,Saint-Martin-d'Hardinghem,62,< 500 hab,34.4,0.0,0.3997772828507795,-1.1532293986636972
62761,Saint-Martin-sur-Cojeul,62,< 500 hab,36.23,0.0,0.6102449888641426,0.6767706013363011
62762,Saint-Michel-sous-Bois,62,< 500 hab,35.33,0.0,0.4922048997772829,-0.2232293986636975
62763,Saint-Michel-sur-Ternoise,62,500-1999 hab,34.92,1.35,0.2377622377622377,-3.2188811188811144
62764,Saint-Nicolas,62,3500-4999 hab,36.75,0.0,0.1,-7.767666666666663
62765,Saint-Omer,62,10 000-19 999 hab,47.37,0.0,0.2352941176470588,-6.265294117647059
62766,Saint-Omer-Capelle,62,500-1999 hab,37.31,0.0,0.4807692307692308,-0.8288811188811138
62767,Saint-Pol-sur-Ternoise,62,3500-4999 hab,40.53,3.73,0.3,-3.9876666666666623
62768,Saint-Rémy-au-Bois,62,< 500 hab,36.08,0.0,0.5902004454342984,0.5267706013363025
62769,Saint-Tricat,62,500-1999 hab,33.49,0.0,0.1573426573426573,-4.648881118881114
62770,Saint-Venant,62,2000-3499 hab,47.67,0.0,0.6530612244897959,2.861224489795916
62771,Sallaumines,62,5000-9999 hab,65.51,0.0,0.9791666666666666,16.08020833333334
62772,Salperwick,62,500-1999 hab,35.5,0.0,0.3094405594405594,-2.638881118881116
62773,Samer,62,3500-4999 hab,47.3,0.0,0.6666666666666666,2.7823333333333338
62774,Sangatte,62,3500-4999 hab,43.93,0.0,0.5333333333333333,-0.5876666666666637
62775,Sanghen,62,< 500 hab,38.66,0.0,0.8106904231625836,3.106770601336301
62776,Sapignies,62,< 500 hab,34.86,0.0,0.4476614699331848,-0.6932293986636964
62777,Le Sars,62,< 500 hab,33.26,0.0,0.2828507795100223,-2.293229398663698
62778,Sars-le-Bois,62,< 500 hab,29.84,0.0,0.0601336302895322,-5.713229398663696
62779,Sarton,62,< 500 hab,33.75,0.0,0.3229398663697104,-1.803229398663696
62780,Sauchy-Cauchy,62,< 500 hab,30.2,0.0,0.0801781737193764,-5.3532293986636965
62781,Sauchy-Lestrée,62,< 500 hab,32.23,0.0,0.1648106904231625,-3.323229398663699
62782,Saudemont,62,< 500 hab,34.37,0.0,0.3964365256124721,-1.1832293986636984
62783,Saulchoy,62,< 500 hab,38.23,0.0,0.779510022271715,2.676770601336301
62784,Saulty,62,500-1999 hab,33.37,0.0,0.1538461538461538,-4.768881118881119
62785,Savy-Berlette,62,500-1999 hab,47.42,0.0,0.9545454545454546,9.281118881118886
62786,Selles,62,< 500 hab,35.25,0.0,0.4810690423162583,-0.3032293986636958
62787,Sempy,62,< 500 hab,37.96,0.0,0.7616926503340757,2.406770601336305
62788,Seninghem,62,500-1999 hab,38.76,0.0,0.5926573426573427,0.6211188811188819
62789,Senlecques,62,< 500 hab,41.37,0.0,0.930957683741648,5.816770601336302
62790,Senlis,62,< 500 hab,36.35,0.0,0.6302895322939867,0.7967706013363056
62791,Séricourt,62,< 500 hab,33.76,1.99,0.3262806236080178,-1.7932293986636978
62792,Serques,62,500-1999 hab,38.72,1.69,0.5874125874125874,0.5811188811188828
62793,Servins,62,500-1999 hab,47.55,0.47,0.958041958041958,9.41111888111888
62794,Setques,62,500-1999 hab,37.03,1.44,0.458041958041958,-1.108881118881115
62795,Sibiville,62,< 500 hab,34.08,0.0,0.3585746102449889,-1.4732293986636975
62796,Simencourt,62,500-1999 hab,34.79,0.0,0.2272727272727272,-3.348881118881117
62797,Siracourt,62,< 500 hab,35.86,0.0,0.5567928730512249,0.3067706013363036
62798,Sombrin,62,< 500 hab,35.09,0.0,0.4732739420935412,-0.4632293986636924
62799,Sorrus,62,500-1999 hab,32.26,0.0,0.1188811188811188,-5.878881118881118
62800,Souastre,62,< 500 hab,36.25,0.0,0.6191536748329621,0.6967706013363042
62801,Souchez,62,2000-3499 hab,55.93,0.0,0.9591836734693876,11.121224489795914
62802,Le Souich,62,< 500 hab,33.08,0.0,0.2628062360801781,-2.473229398663697
62803,Surques,62,500-1999 hab,35.63,0.69,0.3391608391608391,-2.508881118881113
62804,Sus-Saint-Léger,62,< 500 hab,36.3,0.0,0.621380846325167,0.7467706013363014
62805,Tangry,62,< 500 hab,27.53,-3.06,0.0133630289532293,-8.023229398663695
62806,Tardinghen,62,< 500 hab,32.84,0.0,0.2316258351893095,-2.7132293986636924
62808,Teneur,62,< 500 hab,34.98,0.0,0.4610244988864143,-0.5732293986636989
62809,Ternas,62,< 500 hab,38.91,0.0,0.8307349665924276,3.356770601336301
62810,Thélus,62,500-1999 hab,41.99,4.75,0.7902097902097902,3.851118881118886
62811,Thérouanne,62,500-1999 hab,52.24,7.02,1.0,14.101118881118886
62812,Thiembronne,62,500-1999 hab,37.34,0.0,0.4895104895104895,-0.7988811188811127
62813,La Thieuloye,62,< 500 hab,29.86,0.0,0.0623608017817371,-5.693229398663696
62814,Thièvres,62,< 500 hab,36.71,0.0,0.6692650334075724,1.156770601336305
62815,Tigny-Noyelle,62,< 500 hab,30.35,0.0,0.0846325167037861,-5.203229398663694
62816,Tilloy-lès-Hermaville,62,< 500 hab,39.74,0.0,0.8730512249443207,4.186770601336306
62817,Tilloy-lès-Mofflaines,62,500-1999 hab,39.2,0.0,0.6328671328671329,1.0611188811188867
62818,Tilly-Capelle,62,< 500 hab,34.58,0.0,0.4276169265033407,-0.9732293986636976
62819,Tilques,62,500-1999 hab,36.27,0.71,0.3916083916083916,-1.868881118881113
62820,Tincques,62,500-1999 hab,39.03,0.0,0.6153846153846154,0.891118881118885
62821,Tingry,62,< 500 hab,32.04,0.63,0.1458797327394209,-3.5132293986636967
62822,Tollent,62,< 500 hab,40.08,0.0,0.89086859688196,4.526770601336303
62823,Torcy,62,< 500 hab,37.92,0.0,0.7572383073496659,2.366770601336306
62824,Tortefontaine,62,< 500 hab,30.94,0.0,0.1002227171492204,-4.613229398663695
62825,Tortequesne,62,500-1999 hab,37.31,0.0,0.4807692307692308,-0.8288811188811138
62826,Le Touquet-Paris-Plage,62,3500-4999 hab,50.11,0.0,0.8666666666666667,5.592333333333336
62827,Tournehem-sur-la-Hem,62,500-1999 hab,33.35,1.0,0.1503496503496503,-4.788881118881115
62828,Tramecourt,62,< 500 hab,29.88,0.0,0.0645879732739421,-5.673229398663697
62829,Le Transloy,62,< 500 hab,35.01,0.0,0.465478841870824,-0.5432293986636978
62830,Trescault,62,< 500 hab,39.89,0.0,0.8864142538975501,4.336770601336305
62831,Troisvaux,62,< 500 hab,29.45,0.0,0.0378619153674833,-6.1032293986636965
62832,Tubersent,62,500-1999 hab,35.61,0.0,0.3304195804195804,-2.5288811188811167
62833,Vacquerie-le-Boucq,62,< 500 hab,36.34,0.0,0.6280623608017817,0.7867706013363076
62834,Vacqueriette-Erquières,62,< 500 hab,31.53,0.0,0.1180400890868596,-4.023229398663695
62835,Valhuon,62,500-1999 hab,29.34,0.0,0.0174825174825174,-8.798881118881116
62836,Vaudricourt,62,500-1999 hab,39.71,0.0,0.6713286713286714,1.5711188811188848
62837,Vaudringhem,62,< 500 hab,36.49,0.0,0.6391982182628062,0.9367706013363062
62838,Vaulx,62,< 500 hab,29.51,0.0,0.0456570155902004,-6.043229398663694
62839,Vaulx-Vraucourt,62,500-1999 hab,40.0,0.0,0.6853146853146853,1.861118881118884
62840,Vélu,62,< 500 hab,32.25,0.0,0.1714922048997773,-3.303229398663696
62841,Vendin-lès-Béthune,62,2000-3499 hab,44.11,0.0,0.5102040816326531,-0.6987755102040865
62842,Vendin-le-Vieil,62,5000-9999 hab,49.91,10.74,0.5625,0.48020833333333
62843,Verchin,62,< 500 hab,36.03,0.0,0.5779510022271714,0.4767706013363053
62844,Verchocq,62,500-1999 hab,37.39,0.0,0.4947552447552447,-0.7488811188811155
62845,Verlincthun,62,500-1999 hab,39.16,0.0,0.6276223776223776,1.0211188811188805
62846,Vermelles,62,3500-4999 hab,38.29,0.0,0.1666666666666666,-6.227666666666664
62847,Verquigneul,62,2000-3499 hab,55.89,0.0,0.9387755102040816,11.081224489795916
62848,Verquin,62,2000-3499 hab,38.89,1.17,0.2244897959183673,-5.918775510204085
62849,Verton,62,2000-3499 hab,39.36,0.0,0.2448979591836734,-5.448775510204087
62850,Vieil-Hesdin,62,< 500 hab,33.11,0.0,0.2683741648106904,-2.4432293986636964
62851,Vieille-Chapelle,62,500-1999 hab,41.86,0.0,0.7867132867132867,3.7211188811188833
62852,Vieille-Église,62,500-1999 hab,37.05,0.73,0.4615384615384615,-1.088881118881119
62853,Vieil-Moutier,62,< 500 hab,32.08,0.0,0.1514476614699332,-3.473229398663697
62854,Villers-au-Bois,62,500-1999 hab,48.9,2.17,0.9790209790209792,10.761118881118882
62855,Villers-au-Flos,62,< 500 hab,38.65,0.0,0.8084632516703786,3.0967706013363028
62856,Villers-Brûlin,62,< 500 hab,38.42,0.0,0.7951002227171492,2.866770601336306
62857,Villers-Châtel,62,< 500 hab,35.78,0.0,0.5478841870824054,0.2267706013363053
62858,Villers-lès-Cagnicourt,62,< 500 hab,37.57,0.0,0.7383073496659243,2.0167706013363045
62859,Villers-l'Hôpital,62,< 500 hab,32.76,0.0,0.220489977728285,-2.793229398663698
62860,Villers-Sir-Simon,62,< 500 hab,36.65,0.0,0.6625835189309577,1.0967706013363028
62861,Vimy,62,3500-4999 hab,49.5,0.0,0.8333333333333334,4.982333333333337
62862,Vincly,62,< 500 hab,22.26,0.0,0.0022271714922048,-13.293229398663694
62863,Violaines,62,3500-4999 hab,32.03,0.0,0.0333333333333333,-12.487666666666662
62864,Vis-en-Artois,62,500-1999 hab,38.86,0.0,0.6048951048951049,0.7211188811188833
62865,Vitry-en-Artois,62,3500-4999 hab,50.27,4.57,0.9,5.75233333333334
62866,Waben,62,< 500 hab,32.22,0.0,0.1625835189309576,-3.333229398663697
62867,Wacquinghen,62,< 500 hab,31.71,0.0,0.1247216035634743,-3.843229398663695
62868,Wail,62,< 500 hab,33.33,0.33,0.2873051224944321,-2.223229398663697
62869,Wailly,62,500-1999 hab,36.92,0.48,0.4475524475524475,-1.2188811188811144
62870,Wailly-Beaucamp,62,500-1999 hab,37.13,0.0,0.465034965034965,-1.0088811188811135
62871,Wambercourt,62,< 500 hab,32.96,0.87,0.2472160356347438,-2.593229398663695
62872,Wamin,62,< 500 hab,30.18,0.0,0.0779510022271715,-5.373229398663696
62873,Wancourt,62,500-1999 hab,29.53,-1.23,0.0314685314685314,-8.608881118881115
62874,Wanquetin,62,500-1999 hab,32.81,0.0,0.1363636363636363,-5.328881118881114
62875,Wardrecques,62,500-1999 hab,30.99,0.0,0.0489510489510489,-7.148881118881118
62876,Warlencourt-Eaucourt,62,< 500 hab,35.57,0.0,0.5233853006681515,0.0167706013363044
62877,Warlincourt-lès-Pas,62,< 500 hab,34.26,0.0,0.3730512249443207,-1.2932293986636978
62878,Warlus,62,< 500 hab,37.36,0.0,0.7216035634743875,1.806770601336304
62879,Warluzel,62,< 500 hab,39.34,0.0,0.8485523385300668,3.786770601336308
62880,Le Wast,62,< 500 hab,43.2,0.0,0.959910913140312,7.646770601336307
62881,Beauvoir-Wavans,62,< 500 hab,30.25,0.0,0.0824053452115812,-5.303229398663696
62882,Wavrans-sur-l'Aa,62,500-1999 hab,39.77,0.0,0.6748251748251748,1.631118881118887
62883,Wavrans-sur-Ternoise,62,< 500 hab,35.72,0.0,0.5389755011135857,0.166770601336303
62885,Westrehem,62,< 500 hab,40.99,0.0,0.9198218262806236,5.436770601336306
62886,Wicquinghem,62,< 500 hab,32.2,0.0,0.1581291759465478,-3.353229398663693
62887,Widehem,62,< 500 hab,32.15,0.0,0.155902004454343,-3.403229398663697
62888,Wierre-au-Bois,62,< 500 hab,38.24,1.96,0.7817371937639198,2.686770601336306
62889,Wierre-Effroy,62,500-1999 hab,35.97,0.0,0.3706293706293706,-2.168881118881117
62890,Willeman,62,< 500 hab,37.01,2.63,0.6948775055679287,1.4567706013363022
62891,Willencourt,62,< 500 hab,28.77,0.0,0.0267260579064587,-6.783229398663696
62892,Willerval,62,500-1999 hab,41.84,0.0,0.7832167832167832,3.7011188811188873
62893,Wimereux,62,5000-9999 hab,65.11,0.0,0.9375,15.680208333333333
62894,Wimille,62,3500-4999 hab,54.03,0.0,0.9666666666666668,9.512333333333338
62895,Wingles,62,5000-9999 hab,43.27,0.0,0.25,-6.159791666666664
62896,Wirwignes,62,500-1999 hab,37.8,0.0,0.5209790209790209,-0.3388811188811189
62897,Wismes,62,500-1999 hab,37.33,0.0,0.486013986013986,-0.8088811188811178
62898,Wisques,62,< 500 hab,32.9,0.33,0.2394209354120267,-2.653229398663697
62899,Wissant,62,500-1999 hab,41.66,0.0,0.7762237762237763,3.5211188811188805
62900,Witternesse,62,500-1999 hab,39.14,2.33,0.6223776223776224,1.0011188811188845
62901,Wittes,62,500-1999 hab,45.5,2.85,0.9195804195804196,7.361118881118884
62902,Wizernes,62,2000-3499 hab,41.08,0.0,0.3469387755102041,-3.728775510204088
62903,Zoteux,62,500-1999 hab,31.69,0.0,0.0874125874125874,-6.448881118881115
62904,Zouafques,62,500-1999 hab,28.63,0.0,0.0069930069930069,-9.508881118881115
62905,Zudausques,62,500-1999 hab,40.78,0.0,0.7272727272727273,2.641118881118885
62906,Zutkerque,62,500-1999 hab,31.42,0.0,0.0594405594405594,-6.718881118881114
62907,Libercourt,62,5000-9999 hab,46.47,0.0,0.3541666666666667,-2.959791666666668
62908,La Capelle-lès-Boulogne,62,500-1999 hab,48.97,1.65,0.986013986013986,10.831118881118885
62909,Ytres,62,< 500 hab,37.42,0.0,0.7238307349665924,1.866770601336306
