code_insee,nom_commune,departement,strate_perso,taux_tfpb,evol_2021_2024,rank_tfpb_dep_strate,ecart_tfpb_2024_vs_dep_strate_mean
62454,Hinges,62,2000-3499 hab,36.88,0.0,0.1224489795918367,-7.928775510204083
62455,Hocquinghen,62,< 500 hab,39.78,0.0,0.876391982182628,4.226770601336305
62456,Houchin,62,500-1999 hab,35.47,0.0,0.3006993006993007,-2.668881118881117
62457,Houdain,62,5000-9999 hab,52.0,1.1,0.7083333333333334,2.570208333333333
62458,Houlle,62,500-1999 hab,36.76,0.89,0.4353146853146853,-1.378881118881118
62459,Houvin-Houvigneul,62,< 500 hab,34.97,0.0,0.4587973273942093,-0.5832293986636969
62460,Hubersent,62,< 500 hab,36.05,0.0,0.5846325167037862,0.4967706013363013
62462,Huclier,62,< 500 hab,30.79,5.05,0.0957683741648107,-4.763229398663697
62463,Hucqueliers,62,< 500 hab,39.45,2.27,0.8574610244988864,3.896770601336307
62464,Hulluch,62,2000-3499 hab,43.14,5.3,0.4897959183673469,-1.668775510204085
62465,Humbercamps,62,< 500 hab,40.32,0.0,0.9064587973273942,4.7667706013363045
62466,Humbert,62,< 500 hab,35.94,0.0,0.5634743875278396,0.3867706013363019
62467,Humerœuille,62,< 500 hab,36.96,0.0,0.688195991091314,1.406770601336305
62468,Humières,62,< 500 hab,32.93,0.65,0.2449888641425389,-2.623229398663696
62469,Inchy-en-Artois,62,500-1999 hab,35.88,0.0,0.3601398601398601,-2.258881118881113
62470,Incourt,62,< 500 hab,34.0,0.0,0.3496659242761692,-1.5532293986636958
62471,Bellinghem,62,500-1999 hab,37.3,0.02,0.4755244755244755,-0.8388811188811189
62472,Inxent,62,< 500 hab,37.44,2.65,0.7293986636971047,1.886770601336302
62473,Isbergues,62,5000-9999 hab,52.15,0.0,0.7291666666666666,2.720208333333332
62474,Isques,62,500-1999 hab,45.93,0.0,0.9265734265734266,7.791118881118884
62475,Ivergny,62,< 500 hab,36.77,0.0,0.6726057906458798,1.216770601336307
62476,Izel-lès-Équerchin,62,500-1999 hab,42.16,2.0,0.7937062937062938,4.0211188811188805
62477,Izel-lès-Hameau,62,500-1999 hab,35.47,0.0,0.3006993006993007,-2.668881118881117
62478,Journy,62,< 500 hab,36.45,1.55,0.6369710467706013,0.896770601336307
62479,Labeuvrière,62,500-1999 hab,38.76,0.0,0.5926573426573427,0.6211188811188819
62480,Labourse,62,2000-3499 hab,46.98,0.0,0.6122448979591837,2.171224489795911
62481,Labroye,62,< 500 hab,36.09,0.36,0.5946547884187082,0.5367706013363076
62483,Lacres,62,< 500 hab,36.86,0.0,0.6837416481069042,1.3067706013363036
62484,Lagnicourt-Marcel,62,< 500 hab,34.17,0.0,0.3674832962138085,-1.383229398663694
62485,Laires,62,< 500 hab,33.36,0.0,0.289532293986637,-2.1932293986636964
62486,Lambres,62,500-1999 hab,42.18,0.0,0.7972027972027972,4.041118881118884
62487,Landrethun-le-Nord,62,500-1999 hab,38.1,0.0,0.534965034965035,-0.0388811188811146
62488,Landrethun-lès-Ardres,62,500-1999 hab,38.43,0.0,0.5699300699300699,0.2911188811188836
62489,Lapugnoy,62,3500-4999 hab,44.83,0.0,0.5666666666666667,0.3123333333333349
62490,Lattre-Saint-Quentin,62,< 500 hab,32.44,0.0,0.1893095768374164,-3.113229398663698
62491,Laventie,62,5000-9999 hab,48.88,2.07,0.5,-0.549791666666664
62492,Lebiez,62,< 500 hab,35.6,0.89,0.5267260579064588,0.0467706013363056
62493,Lebucquière,62,< 500 hab,31.76,0.0,0.1291759465478842,-3.7932293986636942
62494,Léchelle,62,< 500 hab,32.25,0.0,0.1714922048997773,-3.303229398663696
62495,Ledinghem,62,< 500 hab,34.76,0.0,0.4387527839643652,-0.7932293986636978
62496,Lefaux,62,< 500 hab,39.0,0.0,0.8329621380846325,3.446770601336304
62497,Leforest,62,5000-9999 hab,56.61,0.0,0.8333333333333334,7.180208333333333
62498,Lens,62,20 000-49 999 hab,61.14,0.0,0.7142857142857143,2.251428571428569
62499,Lépine,62,< 500 hab,33.67,0.0,0.3140311804008908,-1.883229398663694
62500,Lespesses,62,< 500 hab,41.99,0.0,0.9420935412026726,6.436770601336306
62501,Lespinoy,62,< 500 hab,43.56,0.0,0.9665924276169264,8.006770601336306
62502,Lestrem,62,5000-9999 hab,42.35,0.0,0.1875,-7.079791666666665
62503,Leubringhen,62,< 500 hab,40.39,0.0,0.9086859688195992,4.836770601336305
62504,Leulinghem,62,< 500 hab,34.45,0.0,0.4097995545657015,-1.103229398663693
62505,Leulinghen-Bernes,62,500-1999 hab,49.01,6.09,0.9895104895104896,10.871118881118882
62506,Licques,62,500-1999 hab,35.44,0.0,0.2937062937062937,-2.6988811188811184
62507,Liencourt,62,< 500 hab,38.44,0.0,0.7973273942093542,2.886770601336302
62508,Lières,62,< 500 hab,37.26,0.0,0.7104677060133631,1.7067706013363022
62509,Liettres,62,< 500 hab,44.77,1.3,0.9866369710467706,9.216770601336307
62510,Liévin,62,20 000-49 999 hab,66.26,0.0,1.0,7.371428571428574
62511,Lignereuil,62,< 500 hab,32.69,1.26,0.2115812917594654,-2.863229398663698
62512,Ligny-lès-Aire,62,500-1999 hab,37.94,0.0,0.527972027972028,-0.1988811188811183
62513,Ligny-sur-Canche,62,< 500 hab,39.36,0.0,0.8507795100222717,3.806770601336304
62514,Ligny-Saint-Flochel,62,< 500 hab,34.12,0.0,0.3608017817371937,-1.4332293986636984
62515,Ligny-Thilloy,62,500-1999 hab,34.98,0.0,0.2412587412587412,-3.158881118881119
62516,Lillers,62,10 000-19 999 hab,68.72,3.5,1.0,15.084705882352942
62517,Linghem,62,< 500 hab,39.6,0.0,0.8663697104677061,4.046770601336306
62518,Linzeux,62,< 500 hab,34.04,0.0,0.3563474387527839,-1.5132293986636969
62519,Lisbourg,62,500-1999 hab,41.59,0.0,0.7692307692307693,3.4511188811188878
62520,Locon,62,2000-3499 hab,38.78,0.0,0.1836734693877551,-6.028775510204085
62521,La Loge,62,< 500 hab,30.65,0.0,0.0890868596881959,-4.903229398663697
62522,Loison-sur-Créquoise,62,< 500 hab,38.57,0.38,0.8017817371937639,3.0167706013363045
62523,Loison-sous-Lens,62,5000-9999 hab,52.76,0.0,0.75,3.3302083333333314
62524,Longfossé,62,500-1999 hab,48.93,0.0,0.9825174825174824,10.791118881118884
62525,Longuenesse,62,10 000-19 999 hab,41.23,0.0,0.0588235294117647,-12.40529411764706
62526,Longueville,62,< 500 hab,37.81,0.0,0.7516703786191536,2.2567706013363065
62527,Longvilliers,62,< 500 hab,33.03,0.0,0.2583518930957684,-2.5232293986636947
62528,Loos-en-Gohelle,62,5000-9999 hab,49.33,0.0,0.5208333333333334,-0.0997916666666682
62529,Lorgies,62,500-1999 hab,46.5,0.0,0.9405594405594404,8.361118881118884
62530,Lottinghen,62,500-1999 hab,41.13,0.0,0.7342657342657343,2.9911188811188865
62531,Louches,62,500-1999 hab,34.16,1.62,0.1993006993006993,-3.97888111888112
62532,Lozinghem,62,500-1999 hab,43.07,-2.0,0.8461538461538461,4.931118881118884
62533,Lugy,62,< 500 hab,34.49,0.0,0.4153674832962138,-1.0632293986636938
62534,Lumbres,62,3500-4999 hab,43.44,0.0,0.5,-1.0776666666666657
62535,La Madelaine-sous-Montreuil,62,< 500 hab,29.06,0.0,0.0345211581291759,-6.493229398663697
62536,Magnicourt-en-Comte,62,500-1999 hab,38.99,0.0,0.6101398601398601,0.8511188811188859
62537,Magnicourt-sur-Canche,62,< 500 hab,34.78,0.0,0.4420935412026726,-0.7732293986636947
62538,Maintenay,62,< 500 hab,36.08,0.0,0.5902004454342984,0.5267706013363025
62539,Maisnil,62,< 500 hab,32.53,0.0,0.1993318485523385,-3.0232293986636947
62540,Maisnil-lès-Ruitz,62,500-1999 hab,43.17,0.0,0.8531468531468531,5.031118881118886
62541,Maisoncelle,62,< 500 hab,32.06,0.0,0.1492204899777283,-3.493229398663693
62542,Maizières,62,< 500 hab,35.65,0.0,0.534521158129176,0.0967706013363027
62543,Mametz,62,500-1999 hab,36.87,0.0,0.4423076923076923,-1.2688811188811189
62544,Manin,62,< 500 hab,34.32,0.0,0.3841870824053452,-1.2332293986636955
62545,Maninghem,62,< 500 hab,36.81,0.0,0.6770601336302895,1.2567706013363065
62546,Maninghen-Henne,62,< 500 hab,33.78,0.0,0.33184855233853,-1.773229398663695
62547,Marant,62,< 500 hab,31.11,0.0,0.1035634743875278,-4.443229398663696
62548,Marck,62,10 000-19 999 hab,41.45,0.0,0.1176470588235294,-12.185294117647054
62550,Marconnelle,62,500-1999 hab,29.69,0.0,0.0349650349650349,-8.448881118881115
62551,Marenla,62,< 500 hab,36.71,0.0,0.6692650334075724,1.156770601336305
62552,Maresquel-Ecquemicourt,62,500-1999 hab,35.53,0.0,0.3181818181818182,-2.608881118881115
62553,Marest,62,< 500 hab,32.32,1.0,0.1781737193763919,-3.2332293986636955
62554,Maresville,62,< 500 hab,35.37,0.0,0.5011135857461024,-0.1832293986636983
62555,Marles-les-Mines,62,5000-9999 hab,50.32,0.0,0.625,0.8902083333333337
62556,Marles-sur-Canche,62,< 500 hab,34.27,0.0,0.376391982182628,-1.283229398663693
62557,Marœuil,62,2000-3499 hab,50.33,2.84,0.7755102040816326,5.521224489795912
62558,Marquay,62,< 500 hab,36.54,0.0,0.6469933184855234,0.9867706013363032
62559,Marquion,62,500-1999 hab,38.32,0.0,0.5611888111888111,0.1811188811188842
62560,Marquise,62,5000-9999 hab,43.08,0.0,0.2291666666666666,-6.349791666666668
62561,Martinpuich,62,< 500 hab,32.82,0.0,0.2293986636971046,-2.7332293986636955
62562,Matringhem,62,< 500 hab,34.35,0.0,0.3930957683741648,-1.2032293986636944
62563,Mazingarbe,62,5000-9999 hab,54.65,0.0,0.8125,5.220208333333332
62564,Mazinghem,62,< 500 hab,37.44,0.0,0.7293986636971047,1.886770601336302
62565,Mencas,62,< 500 hab,40.7,1.99,0.9131403118040088,5.146770601336307
62566,Menneville,62,500-1999 hab,36.7,0.0,0.4230769230769231,-1.4388811188811133
62567,Mentque-Nortbécourt,62,500-1999 hab,47.92,10.35,0.9632867132867132,9.781118881118886
62568,Mercatel,62,500-1999 hab,36.67,0.96,0.4160839160839161,-1.4688811188811144
62569,Merck-Saint-Liévin,62,500-1999 hab,35.61,0.0,0.3304195804195804,-2.5288811188811167
62570,Méricourt,62,10 000-19 999 hab,64.55,-1.0,0.9411764705882352,10.91470588235294
62571,Merlimont,62,2000-3499 hab,32.1,0.0,0.0408163265306122,-12.708775510204084
62572,Metz-en-Couture,62,500-1999 hab,36.76,0.54,0.4353146853146853,-1.378881118881118
62573,Meurchin,62,3500-4999 hab,44.85,0.0,0.6,0.332333333333338
62574,Mingoval,62,< 500 hab,41.65,0.0,0.935412026726058,6.096770601336303
62576,Moncheaux-lès-Frévent,62,< 500 hab,34.78,0.0,0.4420935412026726,-0.7732293986636947
62577,Monchel-sur-Canche,62,< 500 hab,35.96,0.0,0.5712694877505567,0.406770601336305
62578,Monchiet,62,< 500 hab,32.36,0.0,0.1815144766146993,-3.1932293986636964
62579,Monchy-au-Bois,62,500-1999 hab,32.46,0.0,0.1258741258741259,-5.678881118881115
62580,Monchy-Breton,62,500-1999 hab,35.5,0.0,0.3094405594405594,-2.638881118881116
62581,Monchy-Cayeux,62,< 500 hab,38.61,0.0,0.8051224944320713,3.056770601336304
62582,Monchy-le-Preux,62,500-1999 hab,32.52,0.0,0.1293706293706293,-5.618881118881113
62583,Mondicourt,62,500-1999 hab,36.71,3.67,0.4265734265734265,-1.4288811188811152
62584,Mont-Bernanchon,62,500-1999 hab,46.96,0.0,0.944055944055944,8.821118881118885
62585,Montcavrel,62,< 500 hab,35.5,0.0,0.5144766146993318,-0.0532293986636958
62586,Montenescourt,62,< 500 hab,32.91,0.0,0.242761692650334,-2.643229398663699
62587,Montigny-en-Gohelle,62,5000-9999 hab,57.21,0.0,0.8541666666666666,7.780208333333334
62588,Montreuil-sur-Mer,62,500-1999 hab,45.02,0.0,0.902097902097902,6.881118881118887
62589,Mont-Saint-Éloi,62,500-1999 hab,41.78,0.0,0.7797202797202797,3.641118881118885
62590,Monts-en-Ternois,62,< 500 hab,32.43,0.0,0.1859688195991091,-3.123229398663696
62591,Morchies,62,< 500 hab,31.61,0.0,0.1224944320712694,-3.943229398663696
62592,Moringhem,62,500-1999 hab,38.99,2.95,0.6101398601398601,0.8511188811188859
62593,Morval,62,< 500 hab,33.01,0.0,0.2561247216035635,-2.543229398663698
62594,Mory,62,< 500 hab,36.61,0.0,0.655902004454343,1.0567706013363036
62595,Moulle,62,500-1999 hab,42.8,0.0,0.8321678321678322,4.661118881118881
62596,Mouriez,62,< 500 hab,30.08,0.0,0.0712694877505567,-5.4732293986636975
62597,Moyenneville,62,< 500 hab,39.15,0.0,0.8396436525612472,3.5967706013363028
62598,Muncq-Nieurlet,62,500-1999 hab,35.31,1.68,0.2797202797202797,-2.828881118881114
62599,Nabringhen,62,< 500 hab,36.31,0.0,0.6247216035634744,0.7567706013363065
62600,Nédon,62,< 500 hab,31.34,0.0,0.111358574610245,-4.213229398663696
62601,Nédonchel,62,< 500 hab,33.82,0.0,0.3363028953229399,-1.7332293986636955
62602,Nempont-Saint-Firmin,62,< 500 hab,33.41,0.0,0.2917594654788418,-2.143229398663699
62603,Nesles,62,500-1999 hab,42.35,0.0,0.8111888111888111,4.211118881118885
62604,Neufchâtel-Hardelot,62,3500-4999 hab,41.99,0.0,0.3666666666666666,-2.5276666666666614
62605,Neulette,62,< 500 hab,24.74,0.0,0.0066815144766146,-10.813229398663696
62606,Neuve-Chapelle,62,500-1999 hab,35.17,0.0,0.2587412587412587,-2.9688811188811144
62607,Neuville-au-Cornet,62,< 500 hab,32.72,0.0,0.2160356347438752,-2.833229398663697
62608,Neuville-Bourjonval,62,< 500 hab,38.78,0.0,0.821826280623608,3.2267706013363053
62609,Neuville-Saint-Vaast,62,500-1999 hab,40.25,0.0,0.7062937062937062,2.111118881118884
62610,Neuville-sous-Montreuil,62,500-1999 hab,32.84,-0.37,0.1433566433566433,-5.298881118881113
62611,Neuville-Vitasse,62,< 500 hab,32.85,0.16,0.2338530066815144,-2.7032293986636944
62612,Neuvireuil,62,500-1999 hab,33.9,0.0,0.1748251748251748,-4.2388811188811175
62613,Nielles-lès-Bléquin,62,500-1999 hab,38.48,0.0,0.5751748251748252,0.3411188811188808
62614,Nielles-lès-Ardres,62,500-1999 hab,33.16,0.0,0.1468531468531468,-4.97888111888112
62615,Nielles-lès-Calais,62,< 500 hab,32.78,0.0,0.22271714922049,-2.7732293986636947
62616,Nœux-lès-Auxi,62,< 500 hab,32.99,0.0,0.2505567928730512,-2.563229398663694
62617,Nœux-les-Mines,62,10 000-19 999 hab,57.75,0.0,0.7058823529411765,4.114705882352943
62618,Nordausques,62,500-1999 hab,39.34,0.42,0.6363636363636364,1.201118881118887
62619,Noreuil,62,< 500 hab,38.8,0.0,0.8240534521158129,3.2467706013363014
62620,Norrent-Fontes,62,500-1999 hab,51.45,1.05,0.9965034965034965,13.311118881118889
62621,Nortkerque,62,500-1999 hab,33.52,0.87,0.1608391608391608,-4.618881118881113
62622,Nort-Leulinghem,62,< 500 hab,34.49,1.0,0.4153674832962138,-1.0632293986636938
62623,Nouvelle-Église,62,500-1999 hab,38.15,0.0,0.5402097902097902,0.0111188811188824
62624,Noyelles-Godault,62,5000-9999 hab,42.34,0.0,0.1666666666666666,-7.089791666666663
62625,Noyelles-lès-Humières,62,< 500 hab,31.11,0.61,0.1035634743875278,-4.443229398663696
62626,Noyelles-lès-Vermelles,62,2000-3499 hab,59.8,0.0,0.979591836734694,14.991224489795911
62627,Noyelles-sous-Bellonne,62,500-1999 hab,31.67,0.0,0.0839160839160839,-6.468881118881114
62628,Noyelles-sous-Lens,62,5000-9999 hab,60.21,0.0,0.8958333333333334,10.780208333333334
62629,Noyellette,62,< 500 hab,36.04,0.0,0.5812917594654788,0.4867706013363033
62630,Noyelle-Vion,62,< 500 hab,42.0,0.0,0.94543429844098,6.446770601336304
62631,Nuncq-Hautecôte,62,< 500 hab,36.4,0.0,0.6347438752783965,0.8467706013363028
62632,Oblinghem,62,< 500 hab,37.26,0.0,0.7104677060133631,1.7067706013363022
62633,Œuf-en-Ternois,62,< 500 hab,39.29,0.0,0.8463251670378619,3.7367706013363033
62634,Offekerque,62,500-1999 hab,40.37,0.0,0.7167832167832168,2.2311188811188813
62635,Offin,62,< 500 hab,35.4,0.0,0.5044543429844098,-0.1532293986636972
62636,Offrethun,62,< 500 hab,38.21,0.0,0.77728285077951,2.656770601336305
62637,Oignies,62,10 000-19 999 hab,59.48,0.0,0.8823529411764706,5.84470588235294
62638,Oisy-le-Verger,62,500-1999 hab,35.35,0.0,0.2832167832167832,-2.7888811188811147
62639,Oppy,62,< 500 hab,36.08,0.0,0.5902004454342984,0.5267706013363025
62640,Orville,62,< 500 hab,40.1,0.0,0.8930957683741648,4.546770601336306
62641,Ostreville,62,< 500 hab,33.58,0.0,0.3051224944320713,-1.9732293986636973
62642,Ourton,62,500-1999 hab,37.61,0.0,0.5104895104895105,-0.5288811188811167
62643,Outreau,62,10 000-19 999 hab,51.85,0.0,0.4705882352941176,-1.7852941176470551
62644,Ouve-Wirquin,62,< 500 hab,38.3,0.3,0.7861915367483296,2.7467706013363014
62645,Oye-Plage,62,5000-9999 hab,42.92,0.0,0.2083333333333333,-6.509791666666665
62646,Palluel,62,500-1999 hab,34.86,0.35,0.2325174825174825,-3.2788811188811167
62647,Le Parcq,62,500-1999 hab,38.56,0.0,0.5804195804195804,0.4211188811188862
62648,Parenty,62,500-1999 hab,35.69,1.72,0.3479020979020979,-2.4488811188811184
62649,Pas-en-Artois,62,500-1999 hab,36.61,0.0,0.4108391608391608,-1.5288811188811169
62650,Pelves,62,500-1999 hab,44.05,0.0,0.8846153846153846,5.911118881118881
62651,Penin,62,< 500 hab,37.04,0.0,0.6993318485523385,1.4867706013363031
62652,Pernes,62,500-1999 hab,34.72,0.0,0.2237762237762237,-3.418881118881117
62653,Pernes-lès-Boulogne,62,< 500 hab,44.53,0.0,0.9844097995545658,8.976770601336305
62654,Peuplingues,62,500-1999 hab,36.11,0.0,0.3811188811188811,-2.0288811188811167
62655,Pierremont,62,< 500 hab,32.21,0.0,0.1603563474387528,-3.343229398663695
62656,Pihem,62,500-1999 hab,36.45,0.0,0.4003496503496503,-1.6888811188811133
62657,Pihen-lès-Guînes,62,500-1999 hab,35.22,1.68,0.2674825174825175,-2.918881118881117
62658,Pittefaux,62,< 500 hab,44.26,0.0,0.9821826280623608,8.706770601336302
62659,Planques,62,< 500 hab,33.11,0.0,0.2683741648106904,-2.4432293986636964
62660,Plouvain,62,< 500 hab,31.93,0.93,0.1403118040089087,-3.623229398663696
62661,Bouin-Plumoison,62,500-1999 hab,28.39,0.0,0.0034965034965034,-9.748881118881116
62662,Polincove,62,500-1999 hab,35.95,0.0,0.3671328671328671,-2.1888811188811133
62663,Pommera,62,< 500 hab,41.26,0.0,0.9287305122494433,5.706770601336302
62664,Pommier,62,< 500 hab,46.2,0.0,0.9933184855233852,10.646770601336309
62665,Le Ponchel,62,< 500 hab,35.43,1.36,0.5077951002227171,-0.123229398663696
62666,Pont-à-Vendin,62,2000-3499 hab,42.31,0.0,0.4489795918367347,-2.498775510204084
62667,Le Portel,62,5000-9999 hab,67.52,0.0,1.0,18.09020833333333
62668,Prédefin,62,< 500 hab,33.7,0.58,0.3162583518930957,-1.853229398663693
62669,Pressy,62,< 500 hab,31.83,0.0,0.1358574610244989,-3.7232293986636975
62670,Preures,62,500-1999 hab,35.28,0.0,0.2762237762237762,-2.858881118881115
62671,Pronville-en-Artois,62,< 500 hab,38.86,0.0,0.8285077951002228,3.306770601336304
62672,Puisieux,62,500-1999 hab,37.39,0.0,0.4947552447552447,-0.7488811188811155
62673,Quéant,62,500-1999 hab,39.61,0.0,0.6573426573426573,1.4711188811188831
62674,Quelmes,62,500-1999 hab,34.3,0.2,0.2027972027972027,-3.838881118881119
62675,Quercamps,62,< 500 hab,34.26,0.0,0.3730512249443207,-1.2932293986636978
62676,Quernes,62,< 500 hab,36.99,0.0,0.6904231625835189,1.4367706013363062
62677,Le Quesnoy-en-Artois,62,< 500 hab,33.98,0.67,0.3474387527839643,-1.573229398663699
62678,Quesques,62,500-1999 hab,39.92,0.0,0.6783216783216783,1.7811188811188856
62679,Questrecques,62,< 500 hab,39.62,0.77,0.8685968819599109,4.066770601336302
62680,Quiéry-la-Motte,62,500-1999 hab,41.21,0.0,0.7447552447552448,3.0711188811188848
62681,Quiestède,62,500-1999 hab,48.0,2.13,0.9685314685314684,9.861118881118884
62682,Quilen,62,< 500 hab,35.88,0.0,0.5590200445434298,0.3267706013363067
62683,Quœux-Haut-Maînil,62,< 500 hab,32.58,0.0,0.2026726057906459,-2.973229398663697
62684,Racquinghem,62,2000-3499 hab,41.31,0.0,0.3673469387755102,-3.498775510204084
62685,Radinghem,62,< 500 hab,33.48,0.0,0.2984409799554566,-2.073229398663699
62686,Ramecourt,62,< 500 hab,37.32,0.0,0.7149220489977728,1.7667706013363045
62688,Rang-du-Fliers,62,3500-4999 hab,42.49,0.0,0.4,-2.0276666666666614
62689,Ransart,62,< 500 hab,30.15,0.0,0.0734966592427616,-5.403229398663697
62690,Raye-sur-Authie,62,< 500 hab,36.65,0.0,0.6625835189309577,1.0967706013363028
62691,Saint-Augustin,62,500-1999 hab,41.16,-0.13,0.7412587412587412,3.0211188811188805
62692,Rebergues,62,< 500 hab,34.03,0.0,0.354120267260579,-1.523229398663695
62693,Rebreuve-Ranchicourt,62,500-1999 hab,49.14,0.0,0.993006993006993,11.001118881118884
62694,Rebreuve-sur-Canche,62,< 500 hab,33.09,0.0,0.2650334075723831,-2.4632293986636924
62695,Rebreuviette,62,< 500 hab,35.45,0.0,0.5111358574610245,-0.1032293986636929
62696,Reclinghem,62,< 500 hab,34.68,0.0,0.4298440979955457,-0.8732293986636961
62697,Récourt,62,< 500 hab,32.64,0.0,0.2082405345211581,-2.9132293986636952
62698,Recques-sur-Course,62,< 500 hab,37.95,0.0,0.7594654788418709,2.396770601336307
62699,Recques-sur-Hem,62,500-1999 hab,30.05,0.0,0.0384615384615384,-8.088881118881115
62700,Regnauville,62,< 500 hab,34.43,0.0,0.4053452115812918,-1.123229398663696
62701,Rely,62,< 500 hab,39.78,0.0,0.876391982182628,4.226770601336305
62702,Remilly-Wirquin,62,< 500 hab,36.62,0.0,0.6592427616926503,1.0667706013363016
62703,Rémy,62,< 500 hab,37.58,0.0,0.7427616926503341,2.0267706013363025
62704,Renty,62,500-1999 hab,32.24,0.0,0.1153846153846153,-5.898881118881114
62705,Rety,62,2000-3499 hab,28.34,0.0,0.0204081632653061,-16.468775510204086
62706,Richebourg,62,2000-3499 hab,41.88,0.0,0.4285714285714285,-2.9287755102040838
62708,Riencourt-lès-Bapaume,62,< 500 hab,27.01,0.0,0.010022271714922,-8.543229398663694
62709,Riencourt-lès-Cagnicourt,62,< 500 hab,36.05,0.0,0.5846325167037862,0.4967706013363013
62710,Rimboval,62,< 500 hab,40.26,0.0,0.900890868596882,4.706770601336302
62711,Rinxent,62,2000-3499 hab,39.6,0.47,0.2755102040816326,-5.2087755102040845
62712,Rivière,62,500-1999 hab,32.05,0.0,0.1118881118881118,-6.088881118881119
62713,Robecq,62,500-1999 hab,44.16,0.0,0.8881118881118881,6.0211188811188805
62714,Roclincourt,62,500-1999 hab,40.01,0.75,0.6923076923076923,1.871118881118882
62715,Rocquigny,62,< 500 hab,38.74,0.0,0.8195991091314031,3.186770601336306
62716,Rodelinghem,62,500-1999 hab,38.23,-2.0,0.548951048951049,0.0911188811188807
62717,Roëllecourt,62,500-1999 hab,35.47,1.01,0.3006993006993007,-2.668881118881117
62718,Rœux,62,500-1999 hab,47.27,0.62,0.9475524475524476,9.131118881118889
62719,Rollancourt,62,< 500 hab,29.74,0.0,0.0567928730512249,-5.813229398663697
62720,Rombly,62,< 500 hab,34.44,0.34,0.4075723830734966,-1.113229398663698
62721,Roquetoire,62,500-1999 hab,41.48,0.0,0.7587412587412588,3.341118881118881
62722,Rougefay,62,< 500 hab,29.66,0.0,0.0512249443207126,-5.893229398663696
62723,Roussent,62,< 500 hab,35.35,0.0,0.4955456570155902,-0.2032293986636943
62724,Rouvroy,62,5000-9999 hab,51.2,0.0,0.6458333333333334,1.7702083333333365
62725,Royon,62,< 500 hab,40.93,1.57,0.9175946547884188,5.376770601336304
62726,Ruisseauville,62,< 500 hab,41.57,0.0,0.933184855233853,6.0167706013363045
62727,Ruitz,62,500-1999 hab,31.54,0.0,0.0716783216783216,-6.598881118881117
62728,Rumaucourt,62,500-1999 hab,34.06,0.0,0.1888111888111888,-4.078881118881114
62729,Rumilly,62,< 500 hab,31.46,0.0,0.1135857461024498,-4.093229398663695
62730,Ruminghem,62,500-1999 hab,35.64,0.0,0.3426573426573426,-2.4988811188811155
62731,Ruyaulcourt,62,< 500 hab,32.7,0.0,0.2138084632516703,-2.853229398663693
62732,Sachin,62,< 500 hab,32.73,0.0,0.2182628062360802,-2.823229398663699
62733,Sailly-au-Bois,62,< 500 hab,38.37,0.0,0.7917594654788419,2.8167706013363016
62734,Sailly-en-Ostrevent,62,500-1999 hab,35.17,-1.09,0.2587412587412587,-2.9688811188811144
62735,Sailly-Labourse,62,2000-3499 hab,50.09,0.0,0.7551020408163265,5.2812244897959175
62736,Sailly-sur-la-Lys,62,3500-4999 hab,48.77,4.53,0.7,4.25233333333334
62737,Sains-en-Gohelle,62,5000-9999 hab,65.26,0.0,0.9583333333333334,15.83020833333334
62738,Sains-lès-Fressin,62,< 500 hab,36.82,0.36,0.6792873051224945,1.2667706013363045
62739,Sains-lès-Marquion,62,< 500 hab,40.23,3.77,0.8975501113585747,4.676770601336301
62740,Sains-lès-Pernes,62,< 500 hab,28.17,0.0,0.0178173719376391,-7.383229398663694
62741,Saint-Amand,62,< 500 hab,35.83,0.0,0.5545657015590201,0.2767706013363025
62742,Saint-Aubin,62,< 500 hab,28.95,0.0,0.0311804008908685,-6.6032293986636965
62744,Sainte-Catherine,62,3500-4999 hab,38.43,0.0,0.2,-6.087666666666664
62745,Saint-Denœux,62,< 500 hab,36.85,0.0,0.6815144766146993,1.2967706013363056
62746,Saint-Étienne-au-Mont,62,5000-9999 hab,53.23,0.0,0.7708333333333334,3.8002083333333294
62747,Saint-Floris,62,500-1999 hab,45.69,0.0,0.9230769230769232,7.551118881118882
62748,Saint-Folquin,62,2000-3499 hab,39.7,1.69,0.3061224489795918,-5.108775510204083
62749,Saint-Georges,62,< 500 hab,33.16,0.0,0.2728285077951002,-2.393229398663699
62750,Saint-Hilaire-Cottes,62,500-1999 hab,37.46,0.0,0.5,-0.6788811188811152
62751,Saint-Inglevert,62,500-1999 hab,31.54,0.0,0.0716783216783216,-6.598881118881117
62752,Saint-Josse,62,500-1999 hab,37.86,0.0,0.5244755244755245,-0.2788811188811166
62753,Saint-Laurent-Blangy,62,5000-9999 hab,37.01,0.0,0.0416666666666666,-12.419791666666669
62754,Saint-Léger,62,500-1999 hab,35.08,0.0,0.2447552447552447,-3.058881118881118
62755,Saint-Léonard,62,2000-3499 hab,51.77,0.0,0.8163265306122449,6.961224489795917
62756,Sainte-Marie-Kerque,62,500-1999 hab,35.62,0.0,0.3356643356643357,-2.5188811188811187
62757,Saint-Martin-lez-Tatinghem,62,5000-9999 hab,46.62,3.16,0.3958333333333333,-2.809791666666669
62758,Saint-Martin-Boulogne,62,10 000-19 999 hab,50.41,0.0,0.4117647058823529,-3.22529411764706
62759,Saint-Martin-Choquel,62,< 500 hab,39.96,0.0,0.888641425389755,4.406770601336305
