code_insee,nom_commune,departement,strate_perso,annee,taux_tfpb,n,mean,median,q25,q75,ecart_vs_median,ecart_vs_mean,position_bande
59273,Gravelines,59,10 000-19 999 hab,2021,47.85,32,47.8165625,47.35,44.0175,50.765,0.5,0.03343749999999801,entre_Q25_Q75
59273,Gravelines,59,10 000-19 999 hab,2022,47.85,32,48.1103125,47.61,45.025000000000006,50.3725,0.240000000000002,-0.2603124999999977,entre_Q25_Q75
59273,Gravelines,59,10 000-19 999 hab,2023,47.85,32,48.5125,47.61,45.285,50.7875,0.240000000000002,-0.6625000000000014,entre_Q25_Q75
59273,Gravelines,59,10 000-19 999 hab,2024,47.85,32,48.8865625,47.855,45.4925,50.92,-0.0049999999999954525,-1.0365624999999952,entre_Q25_Q75
59274,La Groise,59,< 500 hab,2021,28.55,128,31.66765625,31.05,28.6325,33.4525,-2.5,-3.1176562499999996,sous_Q25
59274,La Groise,59,< 500 hab,2022,28.55,128,31.834921875,31.16,28.8325,33.870000000000005,-2.6099999999999994,-3.2849218749999984,sous_Q25
59274,La Groise,59,< 500 hab,2023,28.55,128,31.9228125,31.18,28.8325,33.870000000000005,-2.629999999999999,-3.3728124999999984,sous_Q25
59274,La Groise,59,< 500 hab,2024,28.55,128,32.04375,31.18,29.115,34.2525,-2.629999999999999,-3.493750000000002,sous_Q25
59275,Gruson,59,500-1999 hab,2021,48.88,280,35.57325,34.925,31.5875,38.32,13.955000000000005,13.306750000000001,au-dessus_Q75
59275,Gruson,59,500-1999 hab,2022,48.88,280,35.752785714285714,35.21,31.68,38.445,13.670000000000002,13.127214285714288,au-dessus_Q75
59275,Gruson,59,500-1999 hab,2023,48.88,280,35.95339285714286,35.370000000000005,31.9525,38.79,13.509999999999998,12.926607142857144,au-dessus_Q75
59275,Gruson,59,500-1999 hab,2024,48.88,280,36.06057142857143,35.400000000000006,32.0075,38.9275,13.479999999999997,12.819428571428574,au-dessus_Q75
59276,Guesnain,59,3500-4999 hab,2021,50.42,42,44.03238095238095,44.945,39.9575,48.0675,5.475000000000001,6.387619047619054,au-dessus_Q75
59276,Guesnain,59,3500-4999 hab,2022,50.42,42,44.327619047619045,45.115,40.515,48.0675,5.305,6.092380952380957,au-dessus_Q75
59276,Guesnain,59,3500-4999 hab,2023,50.42,42,45.00095238095238,45.18,41.575,49.0825,5.240000000000002,5.419047619047625,au-dessus_Q75
59276,Guesnain,59,3500-4999 hab,2024,50.42,42,44.800714285714285,45.115,41.575,48.575,5.305,5.619285714285716,au-dessus_Q75
59277,Gussignies,59,< 500 hab,2021,27.36,128,31.66765625,31.05,28.6325,33.4525,-3.6900000000000013,-4.307656250000001,sous_Q25
59277,Gussignies,59,< 500 hab,2022,27.36,128,31.834921875,31.16,28.8325,33.870000000000005,-3.8000000000000007,-4.474921875,sous_Q25
59277,Gussignies,59,< 500 hab,2023,27.36,128,31.9228125,31.18,28.8325,33.870000000000005,-3.8200000000000003,-4.5628125,sous_Q25
59277,Gussignies,59,< 500 hab,2024,27.36,128,32.04375,31.18,29.115,34.2525,-3.8200000000000003,-4.683750000000003,sous_Q25
59278,Hallennes-lez-Haubourdin,59,3500-4999 hab,2021,42.34,42,44.03238095238095,44.945,39.9575,48.0675,-2.604999999999997,-1.6923809523809439,entre_Q25_Q75
59278,Hallennes-lez-Haubourdin,59,3500-4999 hab,2022,42.34,42,44.327619047619045,45.115,40.515,48.0675,-2.7749999999999986,-1.9876190476190416,entre_Q25_Q75
59278,Hallennes-lez-Haubourdin,59,3500-4999 hab,2023,42.34,42,45.00095238095238,45.18,41.575,49.0825,-2.8399999999999963,-2.6609523809523736,entre_Q25_Q75
59278,Hallennes-lez-Haubourdin,59,3500-4999 hab,2024,42.34,42,44.800714285714285,45.115,41.575,48.575,-2.7749999999999986,-2.460714285714282,entre_Q25_Q75
59279,Halluin,59,20 000-49 999 hab,2021,47.64,18,45.97944444444445,47.445,39.785,49.1925,0.19500000000000028,1.660555555555554,entre_Q25_Q75
59279,Halluin,59,20 000-49 999 hab,2022,47.64,18,46.18555555555556,47.445,39.5475,49.1925,0.19500000000000028,1.4544444444444409,entre_Q25_Q75
59279,Halluin,59,20 000-49 999 hab,2023,51.44,18,46.50666666666667,47.47,40.02,50.405,3.969999999999999,4.93333333333333,au-dessus_Q75
59279,Halluin,59,20 000-49 999 hab,2024,51.44,18,46.58166666666667,47.47,41.2575,50.405,3.969999999999999,4.858333333333327,au-dessus_Q75
59280,Hamel,59,500-1999 hab,2021,34.12,280,35.57325,34.925,31.5875,38.32,-0.8049999999999997,-1.4532500000000041,entre_Q25_Q75
59280,Hamel,59,500-1999 hab,2022,34.12,280,35.752785714285714,35.21,31.68,38.445,-1.0900000000000034,-1.632785714285717,entre_Q25_Q75
59280,Hamel,59,500-1999 hab,2023,34.12,280,35.95339285714286,35.370000000000005,31.9525,38.79,-1.250000000000007,-1.8333928571428615,entre_Q25_Q75
59280,Hamel,59,500-1999 hab,2024,34.12,280,36.06057142857143,35.400000000000006,32.0075,38.9275,-1.2800000000000082,-1.940571428571431,entre_Q25_Q75
59281,Hantay,59,500-1999 hab,2021,41.73,280,35.57325,34.925,31.5875,38.32,6.805,6.156749999999995,au-dessus_Q75
59281,Hantay,59,500-1999 hab,2022,41.73,280,35.752785714285714,35.21,31.68,38.445,6.519999999999996,5.9772142857142825,au-dessus_Q75
59281,Hantay,59,500-1999 hab,2023,49.97,280,35.95339285714286,35.370000000000005,31.9525,38.79,14.599999999999994,14.01660714285714,au-dessus_Q75
59281,Hantay,59,500-1999 hab,2024,49.97,280,36.06057142857143,35.400000000000006,32.0075,38.9275,14.569999999999993,13.90942857142857,au-dessus_Q75
59282,Hardifort,59,< 500 hab,2021,31.29,128,31.66765625,31.05,28.6325,33.4525,0.23999999999999844,-0.37765625000000114,entre_Q25_Q75
59282,Hardifort,59,< 500 hab,2022,31.29,128,31.834921875,31.16,28.8325,33.870000000000005,0.129999999999999,-0.544921875,entre_Q25_Q75
59282,Hardifort,59,< 500 hab,2023,31.29,128,31.9228125,31.18,28.8325,33.870000000000005,0.10999999999999943,-0.6328125,entre_Q25_Q75
59282,Hardifort,59,< 500 hab,2024,31.29,128,32.04375,31.18,29.115,34.2525,0.10999999999999943,-0.7537500000000037,entre_Q25_Q75
59283,Hargnies,59,500-1999 hab,2021,30.86,280,35.57325,34.925,31.5875,38.32,-4.064999999999998,-4.713250000000002,sous_Q25
59283,Hargnies,59,500-1999 hab,2022,30.86,280,35.752785714285714,35.21,31.68,38.445,-4.350000000000001,-4.892785714285715,sous_Q25
59283,Hargnies,59,500-1999 hab,2023,30.86,280,35.95339285714286,35.370000000000005,31.9525,38.79,-4.510000000000005,-5.0933928571428595,sous_Q25
59283,Hargnies,59,500-1999 hab,2024,30.86,280,36.06057142857143,35.400000000000006,32.0075,38.9275,-4.540000000000006,-5.200571428571429,sous_Q25
59284,Hasnon,59,3500-4999 hab,2021,43.6,42,44.03238095238095,44.945,39.9575,48.0675,-1.3449999999999989,-0.43238095238094587,entre_Q25_Q75
59284,Hasnon,59,3500-4999 hab,2022,43.6,42,44.327619047619045,45.115,40.515,48.0675,-1.5150000000000006,-0.7276190476190436,entre_Q25_Q75
59284,Hasnon,59,3500-4999 hab,2023,43.6,42,45.00095238095238,45.18,41.575,49.0825,-1.5799999999999983,-1.4009523809523756,entre_Q25_Q75
59284,Hasnon,59,3500-4999 hab,2024,43.6,42,44.800714285714285,45.115,41.575,48.575,-1.5150000000000006,-1.2007142857142838,entre_Q25_Q75
59285,Haspres,59,2000-3499 hab,2021,40.38,89,38.8370786516854,38.51,34.97,42.71,1.8700000000000045,1.5429213483146,entre_Q25_Q75
59285,Haspres,59,2000-3499 hab,2022,40.38,89,38.949101123595504,38.6,34.97,42.71,1.7800000000000011,1.4308988764044983,entre_Q25_Q75
59285,Haspres,59,2000-3499 hab,2023,40.38,89,39.19370786516854,38.79,35.39,42.71,1.5900000000000034,1.1862921348314615,entre_Q25_Q75
59285,Haspres,59,2000-3499 hab,2024,40.38,89,39.23786516853933,38.9,35.5,42.71,1.480000000000004,1.1421348314606732,entre_Q25_Q75
59286,Haubourdin,59,10 000-19 999 hab,2021,43.29,32,47.8165625,47.35,44.0175,50.765,-4.060000000000002,-4.526562500000004,sous_Q25
59286,Haubourdin,59,10 000-19 999 hab,2022,43.29,32,48.1103125,47.61,45.025000000000006,50.3725,-4.32,-4.8203125,sous_Q25
59286,Haubourdin,59,10 000-19 999 hab,2023,45.29,32,48.5125,47.61,45.285,50.7875,-2.3200000000000003,-3.2225000000000037,entre_Q25_Q75
59286,Haubourdin,59,10 000-19 999 hab,2024,45.29,32,48.8865625,47.855,45.4925,50.92,-2.5649999999999977,-3.5965624999999974,sous_Q25
59287,Haucourt-en-Cambrésis,59,< 500 hab,2021,30.68,128,31.66765625,31.05,28.6325,33.4525,-0.370000000000001,-0.9876562500000006,entre_Q25_Q75
59287,Haucourt-en-Cambrésis,59,< 500 hab,2022,30.68,128,31.834921875,31.16,28.8325,33.870000000000005,-0.4800000000000004,-1.1549218749999994,entre_Q25_Q75
59287,Haucourt-en-Cambrésis,59,< 500 hab,2023,30.68,128,31.9228125,31.18,28.8325,33.870000000000005,-0.5,-1.2428124999999994,entre_Q25_Q75
59287,Haucourt-en-Cambrésis,59,< 500 hab,2024,30.68,128,32.04375,31.18,29.115,34.2525,-0.5,-1.3637500000000031,entre_Q25_Q75
59288,Haulchin,59,2000-3499 hab,2021,41.79,89,38.8370786516854,38.51,34.97,42.71,3.280000000000001,2.9529213483145966,entre_Q25_Q75
59288,Haulchin,59,2000-3499 hab,2022,38.79,89,38.949101123595504,38.6,34.97,42.71,0.18999999999999773,-0.1591011235955051,entre_Q25_Q75
59288,Haulchin,59,2000-3499 hab,2023,38.79,89,39.19370786516854,38.79,35.39,42.71,0.0,-0.40370786516854196,entre_Q25_Q75
59288,Haulchin,59,2000-3499 hab,2024,38.79,89,39.23786516853933,38.9,35.5,42.71,-0.10999999999999943,-0.4478651685393302,entre_Q25_Q75
59289,Haussy,59,500-1999 hab,2021,33.29,280,35.57325,34.925,31.5875,38.32,-1.634999999999998,-2.2832500000000024,entre_Q25_Q75
59289,Haussy,59,500-1999 hab,2022,33.29,280,35.752785714285714,35.21,31.68,38.445,-1.9200000000000017,-2.4627857142857152,entre_Q25_Q75
59289,Haussy,59,500-1999 hab,2023,33.29,280,35.95339285714286,35.370000000000005,31.9525,38.79,-2.0800000000000054,-2.66339285714286,entre_Q25_Q75
59289,Haussy,59,500-1999 hab,2024,33.29,280,36.06057142857143,35.400000000000006,32.0075,38.9275,-2.1100000000000065,-2.7705714285714294,entre_Q25_Q75
59290,Haut-Lieu,59,< 500 hab,2021,28.31,128,31.66765625,31.05,28.6325,33.4525,-2.740000000000002,-3.3576562500000016,sous_Q25
59290,Haut-Lieu,59,< 500 hab,2022,28.31,128,31.834921875,31.16,28.8325,33.870000000000005,-2.8500000000000014,-3.5249218750000004,sous_Q25
59290,Haut-Lieu,59,< 500 hab,2023,28.31,128,31.9228125,31.18,28.8325,33.870000000000005,-2.870000000000001,-3.6128125000000004,sous_Q25
59290,Haut-Lieu,59,< 500 hab,2024,28.31,128,32.04375,31.18,29.115,34.2525,-2.870000000000001,-3.733750000000004,sous_Q25
59291,Hautmont,59,10 000-19 999 hab,2021,44.42,32,47.8165625,47.35,44.0175,50.765,-2.9299999999999997,-3.3965625000000017,entre_Q25_Q75
59291,Hautmont,59,10 000-19 999 hab,2022,44.29,32,48.1103125,47.61,45.025000000000006,50.3725,-3.3200000000000003,-3.8203125,sous_Q25
59291,Hautmont,59,10 000-19 999 hab,2023,44.16,32,48.5125,47.61,45.285,50.7875,-3.450000000000003,-4.352500000000006,sous_Q25
59291,Hautmont,59,10 000-19 999 hab,2024,44.04,32,48.8865625,47.855,45.4925,50.92,-3.8149999999999977,-4.846562499999997,sous_Q25
59292,Haveluy,59,2000-3499 hab,2021,51.0,89,38.8370786516854,38.51,34.97,42.71,12.490000000000002,12.162921348314597,au-dessus_Q75
59292,Haveluy,59,2000-3499 hab,2022,51.0,89,38.949101123595504,38.6,34.97,42.71,12.399999999999999,12.050898876404496,au-dessus_Q75
59292,Haveluy,59,2000-3499 hab,2023,51.0,89,39.19370786516854,38.79,35.39,42.71,12.21,11.806292134831459,au-dessus_Q75
59292,Haveluy,59,2000-3499 hab,2024,51.0,89,39.23786516853933,38.9,35.5,42.71,12.100000000000001,11.76213483146067,au-dessus_Q75
59293,Haverskerque,59,500-1999 hab,2021,36.4,280,35.57325,34.925,31.5875,38.32,1.4750000000000014,0.826749999999997,entre_Q25_Q75
59293,Haverskerque,59,500-1999 hab,2022,36.4,280,35.752785714285714,35.21,31.68,38.445,1.1899999999999977,0.6472142857142842,entre_Q25_Q75
59293,Haverskerque,59,500-1999 hab,2023,36.4,280,35.95339285714286,35.370000000000005,31.9525,38.79,1.029999999999994,0.44660714285713965,entre_Q25_Q75
59293,Haverskerque,59,500-1999 hab,2024,36.4,280,36.06057142857143,35.400000000000006,32.0075,38.9275,0.9999999999999929,0.3394285714285701,entre_Q25_Q75
59294,Haynecourt,59,< 500 hab,2021,25.02,128,31.66765625,31.05,28.6325,33.4525,-6.030000000000001,-6.647656250000001,sous_Q25
59294,Haynecourt,59,< 500 hab,2022,25.02,128,31.834921875,31.16,28.8325,33.870000000000005,-6.140000000000001,-6.814921875,sous_Q25
59294,Haynecourt,59,< 500 hab,2023,25.02,128,31.9228125,31.18,28.8325,33.870000000000005,-6.16,-6.9028125,sous_Q25
59294,Haynecourt,59,< 500 hab,2024,25.02,128,32.04375,31.18,29.115,34.2525,-6.16,-7.023750000000003,sous_Q25
59295,Hazebrouck,59,20 000-49 999 hab,2021,35.12,18,45.97944444444445,47.445,39.785,49.1925,-12.325000000000003,-10.85944444444445,sous_Q25
59295,Hazebrouck,59,20 000-49 999 hab,2022,35.12,18,46.18555555555556,47.445,39.5475,49.1925,-12.325000000000003,-11.065555555555562,sous_Q25
59295,Hazebrouck,59,20 000-49 999 hab,2023,35.12,18,46.50666666666667,47.47,40.02,50.405,-12.350000000000001,-11.38666666666667,sous_Q25
59295,Hazebrouck,59,20 000-49 999 hab,2024,35.12,18,46.58166666666667,47.47,41.2575,50.405,-12.350000000000001,-11.461666666666673,sous_Q25
59296,Hecq,59,< 500 hab,2021,34.29,128,31.66765625,31.05,28.6325,33.4525,3.2399999999999984,2.622343749999999,au-dessus_Q75
59296,Hecq,59,< 500 hab,2022,34.29,128,31.834921875,31.16,28.8325,33.870000000000005,3.129999999999999,2.455078125,au-dessus_Q75
59296,Hecq,59,< 500 hab,2023,34.29,128,31.9228125,31.18,28.8325,33.870000000000005,3.1099999999999994,2.3671875,au-dessus_Q75
59296,Hecq,59,< 500 hab,2024,34.29,128,32.04375,31.18,29.115,34.2525,3.1099999999999994,2.2462499999999963,au-dessus_Q75
59297,Hélesmes,59,500-1999 hab,2021,31.23,280,35.57325,34.925,31.5875,38.32,-3.6949999999999967,-4.343250000000001,sous_Q25
59297,Hélesmes,59,500-1999 hab,2022,30.23,280,35.752785714285714,35.21,31.68,38.445,-4.98,-5.522785714285714,sous_Q25
59297,Hélesmes,59,500-1999 hab,2023,29.23,280,35.95339285714286,35.370000000000005,31.9525,38.79,-6.140000000000004,-6.7233928571428585,sous_Q25
59297,Hélesmes,59,500-1999 hab,2024,29.23,280,36.06057142857143,35.400000000000006,32.0075,38.9275,-6.170000000000005,-6.830571428571428,sous_Q25
59299,Hem,59,10 000-19 999 hab,2021,46.23,32,47.8165625,47.35,44.0175,50.765,-1.1200000000000045,-1.5865625000000065,entre_Q25_Q75
59299,Hem,59,10 000-19 999 hab,2022,46.23,32,48.1103125,47.61,45.025000000000006,50.3725,-1.3800000000000026,-1.8803125000000023,entre_Q25_Q75
59299,Hem,59,10 000-19 999 hab,2023,46.23,32,48.5125,47.61,45.285,50.7875,-1.3800000000000026,-2.282500000000006,entre_Q25_Q75
59299,Hem,59,10 000-19 999 hab,2024,46.23,32,48.8865625,47.855,45.4925,50.92,-1.625,-2.6565624999999997,entre_Q25_Q75
59300,Hem-Lenglet,59,500-1999 hab,2021,26.14,280,35.57325,34.925,31.5875,38.32,-8.784999999999997,-9.433250000000001,sous_Q25
59300,Hem-Lenglet,59,500-1999 hab,2022,26.14,280,35.752785714285714,35.21,31.68,38.445,-9.07,-9.612785714285714,sous_Q25
59300,Hem-Lenglet,59,500-1999 hab,2023,26.14,280,35.95339285714286,35.370000000000005,31.9525,38.79,-9.230000000000004,-9.813392857142858,sous_Q25
59300,Hem-Lenglet,59,500-1999 hab,2024,26.14,280,36.06057142857143,35.400000000000006,32.0075,38.9275,-9.260000000000005,-9.920571428571428,sous_Q25
59301,Hergnies,59,3500-4999 hab,2021,53.62,42,44.03238095238095,44.945,39.9575,48.0675,8.674999999999997,9.58761904761905,au-dessus_Q75
59301,Hergnies,59,3500-4999 hab,2022,53.62,42,44.327619047619045,45.115,40.515,48.0675,8.504999999999995,9.292380952380952,au-dessus_Q75
59301,Hergnies,59,3500-4999 hab,2023,53.62,42,45.00095238095238,45.18,41.575,49.0825,8.439999999999998,8.61904761904762,au-dessus_Q75
59301,Hergnies,59,3500-4999 hab,2024,53.62,42,44.800714285714285,45.115,41.575,48.575,8.504999999999995,8.819285714285712,au-dessus_Q75
59302,Hérin,59,3500-4999 hab,2021,46.14,42,44.03238095238095,44.945,39.9575,48.0675,1.1950000000000003,2.1076190476190533,entre_Q25_Q75
59302,Hérin,59,3500-4999 hab,2022,46.14,42,44.327619047619045,45.115,40.515,48.0675,1.0249999999999986,1.8123809523809555,entre_Q25_Q75
59302,Hérin,59,3500-4999 hab,2023,46.14,42,45.00095238095238,45.18,41.575,49.0825,0.9600000000000009,1.1390476190476235,entre_Q25_Q75
59302,Hérin,59,3500-4999 hab,2024,46.14,42,44.800714285714285,45.115,41.575,48.575,1.0249999999999986,1.3392857142857153,entre_Q25_Q75
59303,Herlies,59,2000-3499 hab,2021,35.39,89,38.8370786516854,38.51,34.97,42.71,-3.1199999999999974,-3.447078651685402,entre_Q25_Q75
59303,Herlies,59,2000-3499 hab,2022,35.39,89,38.949101123595504,38.6,34.97,42.71,-3.210000000000001,-3.5591011235955037,entre_Q25_Q75
59303,Herlies,59,2000-3499 hab,2023,35.39,89,39.19370786516854,38.79,35.39,42.71,-3.3999999999999986,-3.8037078651685405,entre_Q25_Q75
59303,Herlies,59,2000-3499 hab,2024,35.39,89,39.23786516853933,38.9,35.5,42.71,-3.509999999999998,-3.847865168539329,sous_Q25
59304,Herrin,59,< 500 hab,2021,29.72,128,31.66765625,31.05,28.6325,33.4525,-1.3300000000000018,-1.9476562500000014,entre_Q25_Q75
59304,Herrin,59,< 500 hab,2022,29.72,128,31.834921875,31.16,28.8325,33.870000000000005,-1.4400000000000013,-2.1149218750000003,entre_Q25_Q75
59304,Herrin,59,< 500 hab,2023,31.21,128,31.9228125,31.18,28.8325,33.870000000000005,0.030000000000001137,-0.7128124999999983,entre_Q25_Q75
59304,Herrin,59,< 500 hab,2024,31.21,128,32.04375,31.18,29.115,34.2525,0.030000000000001137,-0.833750000000002,entre_Q25_Q75
59305,Herzeele,59,500-1999 hab,2021,40.61,280,35.57325,34.925,31.5875,38.32,5.685000000000002,5.036749999999998,au-dessus_Q75
59305,Herzeele,59,500-1999 hab,2022,40.61,280,35.752785714285714,35.21,31.68,38.445,5.399999999999999,4.857214285714285,au-dessus_Q75
59305,Herzeele,59,500-1999 hab,2023,40.61,280,35.95339285714286,35.370000000000005,31.9525,38.79,5.239999999999995,4.6566071428571405,au-dessus_Q75
59305,Herzeele,59,500-1999 hab,2024,40.61,280,36.06057142857143,35.400000000000006,32.0075,38.9275,5.209999999999994,4.549428571428571,au-dessus_Q75
59306,Hestrud,59,< 500 hab,2021,32.29,128,31.66765625,31.05,28.6325,33.4525,1.2399999999999984,0.6223437499999989,entre_Q25_Q75
59306,Hestrud,59,< 500 hab,2022,32.29,128,31.834921875,31.16,28.8325,33.870000000000005,1.129999999999999,0.455078125,entre_Q25_Q75
59306,Hestrud,59,< 500 hab,2023,32.29,128,31.9228125,31.18,28.8325,33.870000000000005,1.1099999999999994,0.3671875,entre_Q25_Q75
59306,Hestrud,59,< 500 hab,2024,32.29,128,32.04375,31.18,29.115,34.2525,1.1099999999999994,0.2462499999999963,entre_Q25_Q75
59307,Holque,59,500-1999 hab,2021,24.76,280,35.57325,34.925,31.5875,38.32,-10.164999999999996,-10.81325,sous_Q25
59307,Holque,59,500-1999 hab,2022,24.76,280,35.752785714285714,35.21,31.68,38.445,-10.45,-10.992785714285713,sous_Q25
59307,Holque,59,500-1999 hab,2023,24.76,280,35.95339285714286,35.370000000000005,31.9525,38.79,-10.610000000000003,-11.193392857142857,sous_Q25
59307,Holque,59,500-1999 hab,2024,24.76,280,36.06057142857143,35.400000000000006,32.0075,38.9275,-10.640000000000004,-11.300571428571427,sous_Q25
59308,Hondeghem,59,500-1999 hab,2021,29.14,280,35.57325,34.925,31.5875,38.32,-5.784999999999997,-6.433250000000001,sous_Q25
59308,Hondeghem,59,500-1999 hab,2022,29.14,280,35.752785714285714,35.21,31.68,38.445,-6.07,-6.612785714285714,sous_Q25
59308,Hondeghem,59,500-1999 hab,2023,29.14,280,35.95339285714286,35.370000000000005,31.9525,38.79,-6.230000000000004,-6.813392857142858,sous_Q25
59308,Hondeghem,59,500-1999 hab,2024,29.14,280,36.06057142857143,35.400000000000006,32.0075,38.9275,-6.260000000000005,-6.920571428571428,sous_Q25
59309,Hondschoote,59,3500-4999 hab,2021,44.49,42,44.03238095238095,44.945,39.9575,48.0675,-0.4549999999999983,0.4576190476190547,entre_Q25_Q75
59309,Hondschoote,59,3500-4999 hab,2022,44.49,42,44.327619047619045,45.115,40.515,48.0675,-0.625,0.16238095238095696,entre_Q25_Q75
59309,Hondschoote,59,3500-4999 hab,2023,44.49,42,45.00095238095238,45.18,41.575,49.0825,-0.6899999999999977,-0.510952380952375,entre_Q25_Q75
59309,Hondschoote,59,3500-4999 hab,2024,44.49,42,44.800714285714285,45.115,41.575,48.575,-0.625,-0.3107142857142833,entre_Q25_Q75
59310,Hon-Hergies,59,500-1999 hab,2021,35.36,280,35.57325,34.925,31.5875,38.32,0.4350000000000023,-0.21325000000000216,entre_Q25_Q75
59310,Hon-Hergies,59,500-1999 hab,2022,35.36,280,35.752785714285714,35.21,31.68,38.445,0.14999999999999858,-0.39278571428571496,entre_Q25_Q75
59310,Hon-Hergies,59,500-1999 hab,2023,35.36,280,35.95339285714286,35.370000000000005,31.9525,38.79,-0.010000000000005116,-0.5933928571428595,entre_Q25_Q75
59310,Hon-Hergies,59,500-1999 hab,2024,35.36,280,36.06057142857143,35.400000000000006,32.0075,38.9275,-0.04000000000000625,-0.7005714285714291,entre_Q25_Q75
59311,Honnechy,59,500-1999 hab,2021,32.01,280,35.57325,34.925,31.5875,38.32,-2.914999999999999,-3.5632500000000036,entre_Q25_Q75
59311,Honnechy,59,500-1999 hab,2022,32.01,280,35.752785714285714,35.21,31.68,38.445,-3.200000000000003,-3.7427857142857164,entre_Q25_Q75
59311,Honnechy,59,500-1999 hab,2023,32.01,280,35.95339285714286,35.370000000000005,31.9525,38.79,-3.3600000000000065,-3.943392857142861,entre_Q25_Q75
59311,Honnechy,59,500-1999 hab,2024,32.01,280,36.06057142857143,35.400000000000006,32.0075,38.9275,-3.3900000000000077,-4.0505714285714305,entre_Q25_Q75
59312,Honnecourt-sur-Escaut,59,500-1999 hab,2021,30.6,280,35.57325,34.925,31.5875,38.32,-4.324999999999996,-4.97325,sous_Q25
59312,Honnecourt-sur-Escaut,59,500-1999 hab,2022,30.6,280,35.752785714285714,35.21,31.68,38.445,-4.609999999999999,-5.152785714285713,sous_Q25
59312,Honnecourt-sur-Escaut,59,500-1999 hab,2023,30.6,280,35.95339285714286,35.370000000000005,31.9525,38.79,-4.770000000000003,-5.3533928571428575,sous_Q25
59312,Honnecourt-sur-Escaut,59,500-1999 hab,2024,30.6,280,36.06057142857143,35.400000000000006,32.0075,38.9275,-4.800000000000004,-5.460571428571427,sous_Q25
59313,Hordain,59,500-1999 hab,2021,32.09,280,35.57325,34.925,31.5875,38.32,-2.8349999999999937,-3.483249999999998,entre_Q25_Q75
59313,Hordain,59,500-1999 hab,2022,32.09,280,35.752785714285714,35.21,31.68,38.445,-3.1199999999999974,-3.662785714285711,entre_Q25_Q75
59313,Hordain,59,500-1999 hab,2023,32.09,280,35.95339285714286,35.370000000000005,31.9525,38.79,-3.280000000000001,-3.8633928571428555,entre_Q25_Q75
59313,Hordain,59,500-1999 hab,2024,32.09,280,36.06057142857143,35.400000000000006,32.0075,38.9275,-3.3100000000000023,-3.970571428571425,entre_Q25_Q75
59314,Hornaing,59,3500-4999 hab,2021,36.58,42,44.03238095238095,44.945,39.9575,48.0675,-8.365000000000002,-7.452380952380949,sous_Q25
59314,Hornaing,59,3500-4999 hab,2022,36.58,42,44.327619047619045,45.115,40.515,48.0675,-8.535000000000004,-7.747619047619047,sous_Q25
59314,Hornaing,59,3500-4999 hab,2023,37.5,42,45.00095238095238,45.18,41.575,49.0825,-7.68,-7.500952380952377,sous_Q25
59314,Hornaing,59,3500-4999 hab,2024,39.61,42,44.800714285714285,45.115,41.575,48.575,-5.505000000000003,-5.190714285714286,sous_Q25
59315,Houdain-lez-Bavay,59,500-1999 hab,2021,34.32,280,35.57325,34.925,31.5875,38.32,-0.6049999999999969,-1.2532500000000013,entre_Q25_Q75
59315,Houdain-lez-Bavay,59,500-1999 hab,2022,36.32,280,35.752785714285714,35.21,31.68,38.445,1.1099999999999994,0.5672142857142859,entre_Q25_Q75
59315,Houdain-lez-Bavay,59,500-1999 hab,2023,36.32,280,35.95339285714286,35.370000000000005,31.9525,38.79,0.9499999999999957,0.36660714285714135,entre_Q25_Q75
59315,Houdain-lez-Bavay,59,500-1999 hab,2024,36.32,280,36.06057142857143,35.400000000000006,32.0075,38.9275,0.9199999999999946,0.2594285714285718,entre_Q25_Q75
59316,Houplin-Ancoisne,59,2000-3499 hab,2021,47.77,89,38.8370786516854,38.51,34.97,42.71,9.260000000000005,8.9329213483146,au-dessus_Q75
59316,Houplin-Ancoisne,59,2000-3499 hab,2022,49.68,89,38.949101123595504,38.6,34.97,42.71,11.079999999999998,10.730898876404495,au-dessus_Q75
59316,Houplin-Ancoisne,59,2000-3499 hab,2023,49.68,89,39.19370786516854,38.79,35.39,42.71,10.89,10.486292134831459,au-dessus_Q75
59316,Houplin-Ancoisne,59,2000-3499 hab,2024,49.68,89,39.23786516853933,38.9,35.5,42.71,10.780000000000001,10.44213483146067,au-dessus_Q75
59317,Houplines,59,5000-9999 hab,2021,41.99,53,44.7822641509434,42.99,40.64,47.43,-1.0,-2.792264150943396,entre_Q25_Q75
59317,Houplines,59,5000-9999 hab,2022,41.99,53,44.816792452830185,42.99,40.73,47.64,-1.0,-2.8267924528301833,entre_Q25_Q75
59317,Houplines,59,5000-9999 hab,2023,41.99,53,44.81169811320755,42.99,40.73,48.29,-1.0,-2.821698113207546,entre_Q25_Q75
59317,Houplines,59,5000-9999 hab,2024,44.93,53,45.116037735849055,43.69,41.0,48.6,1.240000000000002,-0.18603773584905525,entre_Q25_Q75
59318,Houtkerque,59,500-1999 hab,2021,31.03,280,35.57325,34.925,31.5875,38.32,-3.894999999999996,-4.5432500000000005,sous_Q25
59318,Houtkerque,59,500-1999 hab,2022,31.03,280,35.752785714285714,35.21,31.68,38.445,-4.18,-4.722785714285713,sous_Q25
59318,Houtkerque,59,500-1999 hab,2023,35.93,280,35.95339285714286,35.370000000000005,31.9525,38.79,0.5599999999999952,-0.023392857142859214,entre_Q25_Q75
